listeners,toptags,song_name,main_artist_name
64954.0,rock:100;classic rock:83;folk rock:70;blues:61;70s:44;Neil Young:27;singer-songwriter:22;folk:18;blues rock:18;blues-rock:14;americana:14;guitar:14;favorites:9;folk-rock:9;country rock:9;murder ballads:9;Favourites:9;Seminal:9;neil young is god:9;Charles Manson:9;neil:9;lts Neil Young what more do you want to know:9;indie:5;revolution:5;easy listening:5;vocal jazz:5;Canadian:5;beautiful:5;summer:5;genius:5;Alt-country:5;political:5;favourite:5;intense:5;fip:5;cool:5;Rock and Roll:5;alt country:5;songs i love:5;relax:5;check out:5;lyrics:5;Masterpiece:5;radio paradise:5;radioparadise:5;imemine:5;sublime:5;favorite tracks:5;seventies:5;Supergroup:5;legends:5;Chuck:5;1974:5;Steppenwolf:5;manson:5;70's:5;isolation:5;colourful song titles:5;de todo mio favoritos:5;rejection:5;My pop music:5;recos:5;3Vandaag:5;tune-carrying wordsmiths:5;Topanga Canyon:5;Autofahrmusik:5;maxi lista:5;lyrical brilliance:5;the strombo show:5;bueno:5;oh how i love this song:5;crazy horse:5;unknown pleasure:5;lyrical personas:5;pout-rock:5;classic stuff:5;wondo blues:5;wondo radio:5;effing rocks:5;Leo Lastimosa:5;Boyax:5;i wish i wrote that one:5;rust iz cool:5;shake the dope out:5;Groupes classic rock 70s:5;bag o rocks:5;Jakes Station:5;good singer songwriters:5;manticornio:5;LAUTER:5;chaser i:5;312472:5;stomp and rhythm:5;Bazzas quirks:5;Thunder Road:5;up on trial:5;only calling it rock because i have to:5;Sunday 4 pm:5;Hangover Beethoven:5;fill in the blank blues:5;,revolution blues,neil young
64900.0,jazz:100;saxophone:44;Bossa Nova:39;latin jazz:14;henderson:14;60s:5;Hard Bop:5;jazz saxophone:5;joe henderson:5;gimme sum friends:5;gimme sum friends01:5;sax:4;blue note:4;lekkere jazz:4;DSJ-loved-tracks:4;jazzyjazzedup:4;chill:3;cool:3;jazz piano:3;1963:3;slow jazz:3;lounge-radio:3;jazz standard:3;Jazzdeluxe:3;blue-notes:3;my jazz radio:3;sax-magic:3;JazzCuisine:3;joe h:3;MJ-Saxxxy Zzzz:3;instrumental:2;experimental:2;favorites:2;slow:2;Love:2;piano:2;latin:2;blues:2;groove:2;Acoustic Bass:2;Tenor Sax:2;lounge:2;bossa:2;american:2;smooth:2;cool jazz:2;fip:2;Smooth Jazz:2;jazzy:2;buy:2;Standards:2;standard:2;Bossanova:2;fav:2;jazz bass:2;instrumental jazz:2;blue:2;Avant-Garde Jazz:2;Blue Note Records:2;jazz instrumental:2;classic jazz:2;Hardbop:2;Brazilian Jazz:2;4 Star:2;to listen to:2;sampler:2;old school jazz:2;kenny dorham:2;bluenote:2;Killer:2;saxaphone:2;minor tonality:2;jazz saxaphone:2;Kult:2;chill jazz:2;st-jazz:2;la casa:2;save:2;cool baby:2;mac jazz:2;bossa jazz:2;MyFavorite:2;almetchill:2;Radio Unlucido:2;flaneur:2;Mellow Party:2;intime:2;trumpet solo:2;Trumpet Jazz:2;Subtle Latin Rhythms:2;Light Drumming:2;Trumpet Head:2;Tenor Sax Head:2;bluenotejazz:2;rok:2;Strumentale:2;friends top ten:2;JH:2;tenor sax solo:2;jazz melancholique:2;,blue bossa,joe henderson
64855.0,indie:100;rock:50;alternative:50;acoustic:50;british:38;doherty:25;britpop:19;Awesome:19;pop:13;2009:13;Love:13;Mellow:13;00s:13;suicide:13;handclaps:13;the past:13;hopelessness:13;so beautiful it hurts:13;best track in the world:13;likely lads:13;super lyrics:13;folk:7;indie rock:7;singer-songwriter:7;beautiful:7;Hope:7;poetry:7;melancholic:7;Bittersweet:7;great lyrics:7;depression:7;lovely:7;nostalgia:7;life:7;all time faves:7;football:7;Good Stuff:7;alcoholic:7;Peter Doherty:7;need:7;arcadia:7;My pop music:7;Soundtrack Of My Life:7;21st century:7;gilbert:7;my gang 09:7;sweetly sad:7;lovely sadness:7;language:english:7;alcomusic:7;wanting more:7;Jakes Station:7;summer2009:7;frivolity:7;Englishmen:7;gilbert linley:7;my snob music:7;schoen neu:7;sexxxxiest:7;i know its for Carl really:7;lnd sountrack:7;New Love Grows on trees  Pete Doherty:7;my radio tune:7;,new love grows on trees,peter doherty
64817.0,funk:100;pop:94;House:34;acid jazz:34;Jamiroquai:34;nu disco:34;british:27;2010:27;popfunk:27;10s:20;soul:14;alternative:14;english:14;balad:14;Funk Tag:14;chillout:7;jazz:7;electro:7;dance:7;Blue-Eyed Soul:7;groove:7;england:7;funky:7;pretty:7;expansive:7;rnb:7;male vocalists:7;Ballad:7;blue skies:7;Love it:7;2010s:7;emotive:7;real:7;group:7;expressive:7;mood music:7;from: england:7;acidjazz:7;Jay Kay:7;favorite by this group:7;club 27:7;010s:7;stumbledupon:7;sing sing sing:7;84 bpm:7;happinessonlyrealwhenshared:7;sound of waiting room:7;pwsm - colour:7;pwsm - blue:7;Rock Dust Light Star:7;,blue skies,jamiroquai
64768.0,rock:100;alternative rock:59;alternative:55;REM:38;pop:30;indie:25;classic rock:17;emo:13;hard rock:13;seen live:9;punk:9;indie rock:9;britpop:9;soft rock:9;00s:9;Ballad:9;colours:9;my music:9;electronic:5;chill:5;folk:5;pop rock:5;piano:5;alternative pop rock:5;beautiful:5;2004:5;easy going:5;summer:5;good:5;Favorite:5;Favourites:5;pain:5;Love it:5;electric:5;all the best:5;best songs of the 00s:5;american artist:5;blue:5;songs:5;michael stipe:5;elliot smith:5;voices:5;Female Names:5;general rock:5;systolische phase:5;white stripes:5;ani difranco:5;counting crows:5;goo goo dolls:5;classicrock:5;Music i love:5;best songs:5;blue songs:5;Electron:5;colour:5;Strange Currencies:5;good songs:5;on a cloud:5;good9:5;Greatest Pop Ballads:5;english vocals:5;nothing finer:5;spokojna:5;of special note:5;muka muka:5;Hastings Rock:5;mal live sehen:5;songs with colours:5;NIEBIESKA MUZA:5;,electron blue,r.e.m.
64669.0,folk:100;singer-songwriter:61;rock:57;folk rock:53;blues:31;folk-rock:27;folkrock:27;classic rock:22;melancholy:22;male vocalist:22;Bob Dylan:22;genius:18;2006:18;sad:14;american:14;Dylan:14;chillout:9;chill:9;favorites:9;late night:9;melancholic:9;00s:9;protest song:9;2000s:9;seen live:5;60s:5;piano:5;singersongwriter:5;acoustic:5;album rock:5;easy listening:5;Rock  Roll:5;blues-rock:5;beautiful:5;relaxed:5;laid back:5;songwriter:5;poetry:5;Mellow:5;pretty:5;working:5;Singer/Songwriter:5;fav:5;all the best:5;best songs of the 00s:5;Cross Rhythms:5;poprock:5;Miscellaneous:5;Pop/Rock:5;summer 2009:5;rock & roll:5;modern folk:5;superb:5;Emotional Adult Rock:5;blue collar:5;number songs:5;de todo mio favoritos:5;blue songs:5;chillout rock:5;maxi lista:5;Robert Allen Zimmerman:5;lugntv1:5;sundaymusic:5;Sentimental Favorites From The 2000s:5;Baustar:5;contemp:5;dylan is god:5;rest your head:5;rock and roll mia favoritos:5;da brivido:5;jewish entertainment genealogy:5;Singing the blues:5;dylan love:5;working for the man:5;double-ender 3:5;lx-:5;Noah Eatons All-Time Favorite Songs:5;songs for the crash:5;AMAZINGZ:5;,workingman's blues #2,bob dylan
64554.0,instrumental:100;post-rock:94;experimental:47;psychedelic:27;ambient:20;variables:14;indie:10;post rock:10;algebraic:10;grey storia:10;epic:7;instruMENTAL according to stretchead:7;rock:4;Progressive metal:4;downtempo:4;Progressive rock:4;Love:4;dark:4;Experimental Rock:4;Awesome:4;instrumental rock:4;melodic:4;guitar:4;Progressive:4;postrock:4;intense:4;melancholic:4;nice:4;buy:4;harmony:4;Favorite:4;love at first listen:4;6 of 10 stars:4;Good Stuff:4;to listen to again:4;Explosions:4;art metal:4;Post-Metal:4;Arpeggios:4;merken:4;Counterpoint:4;discover:4;remarkable:4;My Best:4;yer:4;post rocks:4;Best Of Alternate Rock:4;best of post rock:4;best of instrumental rock:4;read:4;Post Rock Instrumental:4;if these trees could talk:4;Simply love it:4;Da scaricare:4;maybe like:4;emperorcryn:4;Soothe me feather:4;angelsson:4;radoslavgeorgievpostrock:4;,the friscalating dusklight,if these trees could talk
64530.0,punk:100;hardcore:100;melodic hardcore:100;rock:67;punk rock:67;american:34;male vocalist:34;post-hardcore:34;english lyrics:34;Rise Against:34;rpm10:34;k1r7m:34;,"blood-red, white & blue",rise against
64357.0,indie:100;indie rock:61;british:48;Good Shoes:22;alternative:18;rock:14;favorites:9;Love:9;Awesome:9;art rock:9;nu rave:9;love at first listen:9;good because I say so:9;good shoes rock:9;Soundtrack:5;Disco:5;seen live:5;pop:5;indie pop:5;Favoriter:5;cute:5;indiepop:5;Dreamy:5;new rave:5;Rocking:5;Like:5;amazing:5;cool:5;good:5;Favorite:5;best:5;dance rock:5;english:5;zeus:5;favorite song:5;interessant:5;colours:5;Brit:5;bad:5;hopeful:5;about a girl:5;tryme:5;favorite band:5;best songs:5;the libertines:5;Guitar-Based:5;i want to put this in my mouth:5;blue eyes:5;Fantastisk:5;brit dance pop:5;2hear:5;always makes me smile:5;The Pigeon Detectives:5;Human Body:5;Britsh rock:5;if only i knew how to ride a bike:5;ducaralho:5;mixtape secret weapon:5;sweetflohipstershit:5;festiva:5;Convertible Riding:5;TSMGO:5;alicemugshot-tagged:5;just sweet:5;indie-pop rock:5;Good Shoes Blue Eyes:5;ineverleft:5;cwdb - indie 2:5;hey scenesters:5;saweeet:5;,blue eyes,good shoes
64278.0,Grunge:100;rock:73;alternative:49;alternative rock:38;90s:32;seattle:18;screaming trees:18;Stoner Rock:14;favorites:11;Grunge Rock:11;Mark Lanegan:11;fukked up:11;Grunge-rock:11;classic rock:7;cool:7;underrated:7;1996:7;hard rock:4;catchy:4;folk-rock:4;acoustic:4;psychedelic:4;day:4;american:4;melancholy:4;keyboard:4;great song:4;heard on Pandora:4;male vocalists:4;state of the world:4;ok:4;hell:4;dying:4;wills:4;90s Rock:4;northwest:4;my music:4;Alternativo:4;fucking brilliant:4;seattle sound:4;90s alternative:4;Spiffy:4;Lori:4;Seattle rock:4;New to me:4;Torquemada:4;bpluscoop:4;fabfuckintastic:4;90s hard rock:4;oh god that voice:4;fun to play:4;grunge grunge grunge:4;list-datomm:4;super fly:4;portalternativo:4;Jinxed:4;90coop:4;Dying Days:4;mellow cool:4;MSK MUSIK:4;Altenorock:4;lanegan is my favorite:4;from day to day:4;chaser i:4;altrocknj:4;lando alt 1:4;v3dd3r:4;Screaming Trees- Dying days:4;what chills:4;yet another 4:4;Lauf:4;radio as i want it:4;up on trial:4;less than 20:4;gr sk:4;gr ar:4;godsofgrunge:4;post-Sabbath pre-Soundgarden sludge rock:4;off every page:4;1 from each line:4;gr 90s:4;rockdonogs:4;daniel wills:4;willstheband:4;save 4 later:4;wills the band:4;but this too shall pass:4;,dying days,screaming trees
64168.0,hip hop:100;american:100;soul:50;10s:50;jay-z:50;5 of 10 stars:50;jay z:50;Magna Carta Holy Grail:50;Jay Z Blue:50;,jay z blue,jay-z
64005.0,blues:100;jazz:64;female vocalists:31;nina simone:31;soul:28;60s:13;TheJazzCafeLovedTracks C:10;melodic:7;american:7;class struggle:7;the ones:7;Drobna:7;nina-simone:7;Jazz Vocal Tag:7;vocal:4;rock:4;80s:4;singer-songwriter:4;piano:4;easy listening:4;vocal jazz:4;Awesome:4;diva:4;oldies:4;Like:4;fip:4;female vocals:4;World Music:4;gospel:4;live:4;rhythm and blues:4;Standards:4;4:4;Chicago Blues:4;music for the revolution:4;nocturnal:4;1967:4;The Blues:4;jazz vocalists:4;female jazz:4;ame douce:4;Favorite artist:4;song noir:4;black music:4;Black and White:4;TT Vocal Jazz:4;2giveme5:4;kiss off:4;tnphp devil in the details:4;dem issues:4;big ol jazzers:4;pb blues:4;hitme:4;seduce me:4;Dr nina simone:4;bluz:4;tioramon:4;love this nina simone:4;backlash blues:4;00s collections:4;,backlash blues,nina simone
63999.0,Progressive House:100;House:77;deadmau5:39;electronic:31;electro:16;tech house:16;Progressive:16;trance:8;techno:8;electro house:8;Beach:8;design:8;minimal trance:8;7 of 10 stars:8;Daft Punk:8;good electronic music:8;Skrillex:8;damn good:8;Love automatic:8;some kind of blue:8;mybar:8;macemorning:8;check out again later:8;,some kind of blue,deadmau5
63539.0,Soundtrack:100;instrumental:25;ambient:25;piano:25;haunting:25;drone:25;music to work to:25;2010:25;design:25;creepy:25;Sleeping:25;the social network:25;academy award winner:25;songs of the wilderness:25;59 bpm:25;oscar best original score:25;stb:25;,soft trees break the fall,trent reznor and atticus ross
63406.0,dance rock:100;indie:95;indie rock:75;dance:75;new wave:65;indie electronic:35;electronic:30;rock:30;alternative:30;electronica:25;indie disco:25;funk:20;electro:15;Awesome:15;heard on Pandora:15;dance-punk:15;indie rock dance party:15;crank this up:15;indie pop:10;2004:10;groovy:10;kentucky:10;louisville:10;foot tapping:10;most excellent:10;electronic indie:10;Follow Me Around:10;better than caffeine:10;may induce speeding:10;new retro:10;Soundtrack:5;Disco:5;seen live:5;electropop:5;pop:5;classic:5;80s:5;alternative rock:5;favorite songs:5;Electroclash:5;USA:5;favorites:5;Love:5;catchy:5;indiepop:5;synth pop:5;post-punk:5;indietronica:5;Driving:5;Electro Pop:5;american:5;funky:5;party:5;synthpop:5;limited tracks:5;nice:5;french house:5;male vocalist:5;male vocalists:5;intriguing:5;00s:5;Favorite:5;the oc:5;Favourites:5;FM4:5;electro rock:5;dance dance dance:5;life is good:5;Love it:5;fuck yeah:5;I like this:5;single:5;dance punk:5;2000s:5;good beat:5;fotomotor:5;music to have on:5;dance party:5;danceable:5;duran duran:5;america:5;sxsw 2005:5;Procrastination:5;electronic rock:5;best songs ever:5;rockin:5;synth rock:5;trasnocho:5;the oc soundtrack:5;all time favorites:5;good mood:5;bestof2004:5;energizing:5;dance like a fool:5;Favoritos:5;Modern New Wave:5;really fucking good:5;TMO:5;new wave revival:5;21st century:5;,night on fire,vhs or beta
63358.0,female vocalists:100;folk:68;acoustic:64;singer-songwriter:59;suzanne vega:35;rock:20;folk-rock:16;female:11;80s:9;guitar:9;Alternative Folk:9;pop:7;melancholy:7;colours:7;small blue thing:7;classic rock:5;Voice:5;female vocalist:5;hauntingly beautiful:5;outstanding:5;circular:5;go to sleep:5;songs that make me cream my panties:5;acoustic chill:5;pedal point:5;Me Likes:5;chillout:3;seen live:3;chill:3;alternative rock:3;Progressive rock:3;memories:3;calm:3;strange:3;adult alternative pop rock:3;college rock:3;contemporary folk:3;world:3;Alternative  Punk:3;RockPop:3;beautiful:3;Awesome:3;yoga:3;Dreamy:3;Reflective:3;american:3;Sleep:3;chilled:3;folk rock:3;relaxing:3;singer songwriter:3;80's:3;rain:3;fav:3;popular:3;lovely:3;Female Voices:3;women:3;misc:3;1980s:3;a subtle use of vocal harmony:3;acoustic rhythm guitars:3;minor key tonality:3;folk influences:3;mellow rock instrumentation:3;Cream:3;creepy:3;america:3;blue:3;sadness:3;things:3;midnight:3;thursdays:3;cosmology:3;fragility:3;self help:3;teardrops:3;ecto:3;all time fav:3;the word thing:3;the word small:3;quiet times:3;good times:3;4 Star:3;repeatable:3;accoustic guitar:3;superb:3;mid:3;Pop Music:3;rediscovered:3;song noir:3;chilled vocal:3;safmacsweeney:3;Fantastic Lyrics:3;Melancholisch:3;Childhood favourites:3;leapsandbounds favorite songs:3;magic female voice:3;Eva:3;blue songs:3;,small blue thing,suzanne vega
63068.0,chillout:100;cafe del mar:61;lounge:52;downtempo:40;ambient:39;chill:15;electronic:13;DaB:13;electronica:10;blues:9;trip-hop:9;chill out:8;relax:7;ibiza:7;The Blues:6;jazzyselectronicjazz:5;rustycanuckdowntempo:4;tantotempotaste:4;rustycanuckzen:4;jazz:3;chill with me:3;groovy:3;relaxing mood:3;-favorites-:3;-chill-trip-lounge-down-:3;varietist alive and actionable:3;MJ - my bluez time:3;jazzyslovedtracks 2010A:3;pop:2;sexy:2;Love:2;funk:2;downbeat:2;trip hop:2;Mellow:2;Chillosophy:2;00s:2;Love it:2;herz-2:2;metro downtempo:2;my lounge:2;Silkred-LovedAll:2;Silkred-sorriso:2;lastfm slightly chilled radio:2;Sweet chillout:2;pearl fashion group recommended pearls:2;eric clapton meets massive attack:2;Great chill out:2;blues ambient:2;coolst:2;gimme sum quiet time:2;test:1;nu jazz:1;vocal:1;soul:1;instrumental:1;down tempo:1;female vocalists:1;dub:1;acoustic:1;easy listening:1;new age:1;beautiful:1;Awesome:1;night:1;atmospheric:1;late night:1;spain:1;funky:1;smooth:1;great:1;Liquid:1;rnb:1;dnb:1;favourite:1;melancholic:1;relaxing:1;blues rock:1;Rave:1;vocal trance:1;chill-out:1;hot:1;Hard Dance:1;speedcore:1;Ambiente:1;Beach:1;schiller:1;yes:1;relaxation:1;progressive breaks:1;cafe del mar music:1;work:1;love this:1;i love it:1;sunset:1;chillin:1;magic male voice:1;lovedtrack:1;mark-test2:1;umlaute:1;,the blues,dab
62745.0,post-rock:100;icelandic:100;music to fall asleep to:100;jazzywantsmoreplays:75;vugube62:75;sebolo90:75;ambient:50;iceland:50;homosexual intifada:50;life is but a dream babs:50;indie:25;instrumental:25;sad:25;football:25;Meandering:25;sitrc:forests and woodland:25;robertitus global:25;my gang 09:25;ambient ram:25;deep sleep:25;jonsi and alex:25;wish to stay all night long with this and cry:25;,all the big trees,jónsi & alex
62392.0,indie folk:100;female vocalist:95;folk:73;singer-songwriter:45;Mellow:45;indie:39;jaymay:39;acoustic:34;humming:34;chill:28;easy listening:23;beautiful:23;how i met your mother:23;happy:17;female vocalists:12;Awesome:12;soft:12;cool:12;blue:12;toCheckOut:12;himym:12;folkie:12;music to folk to:12;Soundtrack:6;chillout:6;alternative:6;favorites:6;slow:6;Love:6;omg:6;cute:6;epic:6;strings:6;feel good:6;summer:6;genius:6;pretty:6;amazing:6;nostalgic:6;relaxing:6;quiet:6;female vocals:6;loved:6;soulful:6;00s:6;Alternative Folk:6;Whiskey:6;Precious:6;thesixtyone:6;anti-folk:6;dont get big cause i want you all to myself:6;Sommer:6;sweet:6;spring:6;colors:6;music to fall asleep to:6;favorite song:6;light:6;Background:6;favorite tracks:6;folky:6;sigh:6;us:6;green:6;seas:6;sxsw 2006:6;color:6;Seeing:6;Oh My God:6;baltimore music club:6;ocean:6;wistful:6;Miscellaneous:6;Samstag:6;mike:6;repeat:6;magical:6;girlie:6;relaxing mood:6;gut:6;good song:6;great titles:6;girlish:6;folkish:6;folk-ish:6;kappe indi:6;pligaa:6;131:6;Stoned love:6;hoy:6;singer-song:6;heartwarming:6;Use:6;sweets:6;Galesome:6;relaxing bliss:6;recommendation radio:6;sabado:6;tinkle:6;a long red glare:6;,"sea green, see blue",jaymay
62317.0,folk:100;60s:53;blues:36;trains:36;Bob Dylan:36;american:30;folk rock:30;oldies:24;blues rock:24;folkrock:24;Dylan:24;folk-rock:18;1962:18;mentions a train:18;classic rock:12;favorites:12;acoustic:12;cover:12;harmonica:12;Freewheeling:12;funny:12;singer songwriter:12;short:12;traditional:12;Train-Train:12;humorous:12;mississippi fred mcdowell:12;planes trains and automobiles:12;the word train:12;traditional song:12;music for train trips:12;freight:12;the word blues:12;traditional songs cover:12;word freight:12;singer-songwriter:6;train:6;fun:6;travel:6;mestre:6;genre: folk:6;:4star:6;rajblues:6;le blues:6;Train Zug Pociag:6;Contagiante:6;freight train blues:6;word blues:6;traditional songs covers:6;the word freight:6;word train:6;segura peao:6;ouvir em uma viagem de carro:6;radio-moonlight-folk rock:6;genre: folk blues:6;genre: country folk:6;tag: trains:6;,freight train blues,bob dylan
62254.0,indie:100;indie rock:80;acoustic:80;10s:40;american:20;love at first listen:20;2014:20;foster the people:20;Addicted:20;favourite songs in 2014:20;,goats in trees,foster the people
62240.0,ambient:100;pop:88;chillout:75;indietronica:75;indie:38;alternative:38;experimental:38;Love:38;00s:38;gorgeous:38;love song:38;good music:38;lovely summery track:38;folk:25;female vocalists:25;downtempo:25;calm:25;Experimental Rock:25;beautiful:25;lounge:25;trip hop:25;banjo:25;Electronic Pop:25;female vocals:25;female vocalist:25;love songs:25;colors:25;5:25;world lounge:25;experimental folk:25;lumberjack lounge:25;melrose place:25;poptronica:25;songs from my 2011:25;Martha Tilston:25;pomalo lici na mene:25;electronic:13;trip-hop:13;female:13;chill:13;contemporary folk:13;downbeat:13;Mellow:13;relaxing:13;chill out:13;neo folk:13;lush:13;julia:13;zero7:13;somafm:13;leapsandbounds favorite songs:13;entspannungspolitik:13;,pop art blue,zero 7
62095.0,dream pop:100;ethereal:77;Cocteau Twins:66;female vocalists:53;shoegaze:53;indie:24;post-punk:22;4ad:19;Dreamy:16;alternative:14;ambient:14;beautiful:14;british i like:14;shoegazegdchill:14;emotional cloud:11;pop:8;80s:8;summer:8;Mellow:8;A COCTEAU TWINS Playlist:8;favorites:6;Love:6;new wave:6;favourite:6;female vocalist:6;sweet:6;I love this song:6;Silkred-LovedAll:6;-favorites-:6;gilbert:6;dreammy:6;relax mix:6;lazing on a sunny afternoon:6;bluebeard:6;the knitting:6;love confusion:6;gilbert linley:6;chillout:3;electronic:3;seen live:3;female:3;twee:3;electro:3;old times:3;catchy:3;cafe del mar:3;world:3;fantastic:3;Scottish:3;melodic:3;90s:3;atmospheric:3;postpunk:3;synthpop:3;I like:3;relaxing:3;f:3;female vocals:3;loved:3;Uplifting:3;WIRQ:3;Favorite:3;Favourites:3;Female Voices:3;good morning:3;autumn:3;2012:3;1993:3;looooove:3;delicate:3;4 Stars:3;czHit:3;this weeks thrill:3;Faves:3;colours:3;favs:3;blue:3;sea:3;wistful:3;seen-live:3;self-help:3;reminds me of college:3;chulo:3;Fabulous:3;covered:3;indie schmindie:3;ZapLovedTracks:3;ethereal pop:3;good mood:3;etheral:3;chiming:3;revisar:3;listen more:3;the best eclectic tag ever - period - dec-05 top-30s:3;Breathtaking:3;daydream:3;Rock/Pop:3;ethereal wave:3;Spring 2008:3;close your eyes:3;,bluebeard,cocteau twins
61830.0,blues:100;guitar:89;chillout:77;instrumental:30;electronic:24;chill:24;lounge:18;jazz:12;rock:12;turntablism:12;music to melt to:12;slgdmblues:12;Hip-Hop:6;trip-hop:6;hip hop:6;rap:6;favorites:6;funk:6;beautiful:6;theme songs:6;laidback:6;breaks:6;instrumental hip-hop:6;instrumental hip hop:6;Mellow:6;emotional:6;blues rock:6;rhythm and blues:6;hot:6;Favourites:6;DJ SHADOW:6;6 of 10 stars:6;awesomeness:6;PostEverything:6;baltimore music club:6;you are a disaster:6;loveit:6;metro downtempo:6;life is easy:6;album closer:6;dance dance:6;to tag:6;rhythm & blues:6;finest:6;electro lounge:6;Mi Musica:6;Hip-HopRap:6;instramental:6;oh comely:6;soundtarck for work:6;listen2itwhileUrworking:6;kiss and call me:6;geddit:6;discovered on last fm:6;produced by DJ Shadow:6;hip hop - elektro:6;dj shadow-broken levee:6;easey:6;a long journey ahead:6;BROKEN LEVEE BLUES:6;if my life was a:6;aynurssound:6;hyva piisi:6;Ashtray Cleaning Music:6;station 12:6;songs to fuck pigs to:6;,broken levee blues,dj shadow
61803.0,alternative:100;indie:85;indie rock:54;Mellow:54;pop:39;rock:39;beautiful:39;british i like:39;british:31;Love:31;soft rock:31;alternative rock:24;acoustic:24;Alternative  Punk:24;haunting:24;dream pop:24;melancholy:24;songs that kill me:24;chillout:16;indie pop:16;sad:16;favorites:16;britpop:16;Awesome:16;pretty:16;post rock:16;Psychedelic Rock:16;00s:16;Heartbreaking:16;2001:16;chill:8;favorite songs:8;post-rock:8;calm:8;piano:8;epic:8;easy listening:8;Dreamy:8;Alt-country:8;1998:8;music to work to:8;soft:8;dramatic:8;piano rock:8;good:8;male vocalist:8;inspirational:8;relax:8;chill out:8;alt rock:8;Down:8;addictive:8;perfect:8;new favorites:8;emotive:8;delicate:8;Excellent tune:8;Dream:8;favourite artists:8;doves:8;oh:8;touching:8;Brit-pop:8;depressive:8;brit pop:8;Very Good:8;Stunning:8;Favorite songs ever:8;overwhelming:8;altcountry:8;festive fifty:8;mmm elbow:8;indie kid:8;Lost Summers of my Youth:8;bek singles:8;chilled indie country:8;loved tracks:8;songs to get drunk to:8;Greatest Songs:8;f50 1998:8;melancolic:8;sleeping music:8;elbow:8;auralgasmic:8;Rich B:8;Just plain beautiful:8;tracks i have put on mixes:8;swirly dark beauty:8;guy garvey:8;Chilled rock:8;Lovely work tunes:8;these are the sad songs:8;slow gravity:8;dreaming awake:8;top track:8;3am songs:8;Carpet Crawler:8;setting my soul alight:8;zakon:8;moody brit-pop:8;,powder blue,elbow
61785.0,proto-punk:100;punk:93;70s:70;Experimental Rock:62;noise:47;Garage Rock:47;noise rock:39;experimental:31;Avant-Garde:31;rock:24;Old School Punk:24;crazy:24;garage:24;1970s:24;1970:24;hard rock:16;free jazz:16;oldies:16;aggressive:16;Psychedelic Rock:16;Garage Punk:16;cities:16;freakout:16;chaos punk:16;critically acclaimed song:16;acclaimed music top 3000 bubbling under:16;classic rock:8;jazz:8;60s:8;heavy:8;hardcore:8;saxophone:8;punk rock:8;intense:8;Confrontational:8;Provocative:8;fip:8;loved:8;raw:8;chaotic:8;funny:8;4:8;los angeles:8;9 of 10 stars:8;Iggy Pop:8;apocalyptic:8;chaos:8;The Stooges:8;acronyms:8;Insanity:8;abrasive:8;Detroit Rock:8;fucked up music by fucked up people:8;elektra:8;Best music ever:8;uber jazz:8;2 of 10 stars:8;jazz punk:8;avant-garde rock:8;bitchin:8;70's:8;punk jazz:8;Garage-Rock:8;psychosis:8;noise guitar:8;Protopunk:8;experimental punk:8;colourful song titles:8;experimental guitar:8;oreradio:8;i love singing along:8;where is my bong:8;musicfortheapocalypse:8;Screams:8;1970s garage:8;a strange toaster:8;early punk:8;melts face:8;fuckin rocks:8;The Future Of Rock:8;jewish entertainment genealogy:8;early-punk:8;1970s american rock:8;1970s-american-rock:8;1970s-garage:8;drunk tank singalong tune:8;Roaming the Globe:8;fun house:8;proto-timmah:8;proto-bm:8;fill in the blank blues:8;my music scares people:8;Giant fucking nuclear explosion of RAWK:8;rooties Experimentalrock:8;buon punk:8;,l.a. blues,the stooges
61746.0,oldies:100;60s:82;rock:46;classic rock:33;pop:22;roy orbison:17;Rock and Roll:14;blue:14;blue angel:14;Love:11;male vocalists:11;1960:11;rockabilly:9;singer-songwriter:9;favorites:6;american:6;doo-wop:6;rock n roll:6;60's:6;best:6;comfort:6;orbison:6;old school moonlight dance:6;slgdmtopalbums:6;classic:3;favorite songs:3;sad:3;slow:3;catchy:3;easy listening:3;Vocal Music:3;romantic:3;Dreamy:3;kitsch:3;Passionate:3;party:3;my love:3;garage:3;50s:3;rock-n-roll:3;top 40:3;relax:3;popular:3;falsetto:3;Down:3;Sommer:3;sweet:3;love song:3;dad:3;angel:3;angels:3;sixties:3;all the best:3;magic male voice:3;heaven and hell:3;great voice:3;david lynch:3;Dream:3;7 of 10 stars:3;dance music:3;colours:3;color:3;ROY:3;60s pop:3;stuff to hear:3;soothing:3;4 Star:3;24:3;theatrical:3;morose:3;golden oldies:3;oldies but goodies:3;fucking cool:3;good mood:3;vocal groups:3;70's:3;nicole:3;cry:3;for rainy days:3;FAVORITA:3;Blue Velvet:3;evol:3;my favourite songs:3;blue songs:3;slgdmbestof:3;temp:3;kickin back:3;sunowo:3;best songs of the 60s:3;pwsm - color:3;rex ferric faves:3;Brems Tagg radio:3;rich pop 60:3;lynchian:3;roy orbinson:3;sounds like elvis:3;YUP YUP:3;the word angel:3;temazo de tres pares de cojones:3;herzsongs:3;,blue angel,roy orbison
