listeners,toptags,song_name,main_artist_name
155159.0,indie:100;shoegaze:49;summer:45;Swedish Pop:38;2010:34;pop:30;swedish:30;indie pop:30;lizvelrene2010:30;Dreamy:23;dream pop:23;shoegazegdchill:19;beautiful:12;amazing:12;love at first listen:12;a good day:12;Carefree:12;alternative:8;easy listening:8;relaxing:8;best of 2010:8;2010s:8;Joyous:8;refreshing:8;adorable whimsy:8;lizvelrene loves:8;best of 2010 list:8;electronic:4;vocal:4;chill:4;Surf:4;indie rock:4;favorites:4;happy:4;Love:4;catchy:4;fantastic:4;Awesome:4;groove:4;feel good:4;upbeat:4;ethereal:4;fun:4;nice:4;buy:4;alternative pop:4;dreampop:4;fav:4;brilliant:4;lovely:4;check out:4;Fire Fire Fire:4;FUCKING AWESOME:4;Background:4;featuring:4;sublime:4;Excellent tune:4;awesomeness:4;grooves:4;Maybe:4;simple:4;DL:4;honest:4;delicious:4;BIRP:4;campfire songs:4;thurston moore:4;damned good:4;21st century:4;sampled talk:4;gilbert:4;spring 2010:4;nu-bluz:4;austin radar:4;All the cool kids listen to this:4;THE RADIO DEPT:4;SO RIDICULOUSLY FREAKING AWESOME:4;the demise of youth culture:4;wonderful quotes:4;F50 2010:4;catchy as shit:4;electronic-lounge:4;Coachella 2011:4;feeling like my heart is going to collapse with joy:4;Sheer beauty:4;Nu-Bluz Funky Grooves in the E-Lounge:4;idioteque:4;combat baby:4;last40:4;easy stuff for stretch:4;gilbert linley:4;Songs that remind me of minttea:4;radio as i want it:4;in with the new:4;man your battle-stations:4;waynegun:4;less than 100:4;indie10:4;maple day getaway:4;it does sound nice:4;,heaven's on fire,the radio dept.
154891.0,classic rock:100;blues rock:77;rock:60;60s:57;blues:55;Cream:28;Psychedelic Rock:26;psychedelic:20;hard rock:13;British Blues:10;british:9;guitar:9;clapton:9;blues-rock:8;eric clapton:8;Awesome Guitar Jams:7;Progressive:6;oldies:6;Outside Woman Blues:6;male vocalists:5;1967:5;british rock:4;psychedelic blues:4;rock blues guitar:4;cover:3;Psychedelia:3;heard on Pandora:3;rock n roll:3;british blues rock:3;needed:3;Supergroup:3;tantotempotaste:3;awesome blues rock:3;genre: hard rock:3;genre: psychedelic rock:3;genre: blues rock:3;type: hippie music:3;classic:2;favorite songs:2;heavy:2;sexy:2;albums I own:2;Progressive rock:2;UK:2;Stoner Rock:2;favorites:2;catchy:2;vocals:2;laidback:2;fun:2;groovy:2;Rock and Roll:2;60's:2;4:2;guitar virtuoso:2;rcks:2;clssc rck:2;9 of 10 stars:2;friends:2;Masterpiece:2;Classic British Hard Rock:2;classic hard rock:2;Power Trio:2;Acid Rock:2;Thievery Corporation:2;Guitar Gods:2;Magnolia:2;good music:2;heavy rotation:2;international:2;psychodelic:2;best songs ever:2;allboutguitar:2;Karlsruhe:2;tasty guitar licks and riffs:2;all time classic:2;acid blues:2;ginger baker:2;British Psychedelia:2;outstanding:2;aj:2;stream:2;supergroups:2;jack bruce:2;slowhand:2;song noir:2;under three minutes:2;greats:2;favorite rock:2;rythm blues:2;60s British:2;60s british rock:2;british 60s:2;pop-pickers:2;british hard rock:2;those were the days:2;songs that rawk:2;British Psychedelic Rock:2;l8:2;60s british hard rock:2;,outside woman blues,cream
154555.0,indie:100;british:74;indie rock:74;instrumental:54;alternative:54;alternative rock:34;2009:20;rock:14;gute Stimme:14;seen live:7;chill:7;indie pop:7;Love:7;00s:7;Favorite:7;easy:7;biology:7;rockin:7;uk indie:7;posh:7;ecb:7;peace music:7;my secret agent lover man:7;saw it live:7;DJB Glastonbury 2011:7;supertitel:7;outubro:7;A little bit blue:7;bycycleei:7;,emergency contraception blues,bombay bicycle club
154396.0,classic rock:100;rock:95;blues:56;blues rock:49;british:33;70s:29;1972:16;the rolling stones:14;rolling stones:12;blues-rock:10;Rock and Roll:8;rock n roll:8;60s:6;hard rock:6;oldies:6;rhythm and blues:6;BRC Blues Band Karlsruhe:6;allbout Guitar Lessons - Blues Workshops Karlsruhe:6;classic:4;sad:4;UK:4;Rock  Roll:4;guitar:4;1970s:4;BRC Blues Band:4;Walter Buddy Freter:4;rock tag:4;Guitar Karlsruhe:4;Walter Mojo Freter:4;gitarrenunterricht in karlsruhe:4;allboutGuitar Lessons - Blues Workshops:4;seen live:2;pop:2;punk:2;alternative rock:2;sexy:2;Progressive rock:2;favorites:2;album rock:2;night:2;dirty:2;3:2;bluesy:2;party:2;punk rock:2;slide guitar:2;fip:2;crossover:2;raw:2;cool:2;Rock n' Roll:2;Southern Rock:2;British Blues:2;Supernatural:2;9 of 10 stars:2;my brother:2;classics:2;male vocals:2;badass:2;4 Stars:2;poprock:2;stonedbeat:2;blues guitar:2;wonky:2;blue:2;Stones:2;boogie:2;great cover:2;Slide:2;lazy:2;allboutguitar:2;blue light rain:2;blues-based rock:2;Supercool:2;theatrical:2;listen:2;midtempo:2;Rhythm n blues:2;riffs:2;super cool:2;Nihilistic:2;gotanygoodmusic:2;halftoned singles club:2;keith richards:2;Mick Taylor:2;songs with colors in their titles:2;mick jagger:2;blue songs:2;britannique:2;Raw Vocal:2;EXILE:2;pligaa:2;fave song:2;underrated songs:2;Britisch:2;Starry Nights Ahead:2;not loud:2;pm stuff:2;bar songs:2;rolling stones records:2;,ventilator blues,the rolling stones
153102.0,Evans Blue:100;hard rock:87;alternative rock:85;rock:66;alternative metal:42;alternative:31;Awesome:14;cold:14;melodic hard rock:14;sad:11;favorites:11;beautiful:11;00s:11;2006:9;good:7;great lyrics:7;angst:7;evans blue cold:7;metal:5;modern rock:5;alt rock:5;Nu Metal:5;the best:5;Love this song:5;rock and metal:5;good finds:5;quartercentury:5;HRC:5;Enans Blue Cold:5;heavy metal:3;chill:3;hardcore:3;Love:3;epic:3;dark:3;Canadian:3;3:3;excellent:3;1:3;emotional:3;male vocalist:3;love this band:3;4:3;post-grunge:3;Favorite:3;heartbreak:3;Favourites:3;love at first listen:3;I love this song:3;Awesome stuff:3;2:3;Fave:3;wrif-fm:3;great voice:3;music:3;Faves:3;<3:3;favs:3;to check out:3;Sentimental:3;good music:3;rage:3;dark rock:3;down beat:3;melancholia:3;energizing:3;sexy voice:3;cool tracks:3;Awake:3;smooth rock:3;hp:3;Insomniac:3;Everlast:3;06:3;mainstream metal:3;Discoverockult:3;kappe indi:3;cimx-fm:3;sonic rock:3;aitch:3;cds:3;aitchchill:3;fg:3;Records I should listen more often:3;Kevin Matisyn:3;super track:3;aitchsonic:3;brooding dark rock:3;radioultra:3;just rocks:3;stuckNhead music:3;oddly comforting:3;diferente:3;sounds great:3;so zorry:3;hard alternative rock:3;hurt love:3;aitchepic:3;songs about him:3;thablackphoenix:3;,cold (but i'm still here),evans blue
151140.0,alternative rock:100;blues rock:95;alternative:85;rock:64;cover:53;indie rock:22;00s:22;FUCKING AWESOME:16;indie:11;power pop:11;covers:11;jack white:11;great ending:11;Awesomeness in the form of Sound:11;witty and cynical:11;seen live:6;2008:6;blues:6;beautiful:6;Awesome:6;upbeat:6;summer:6;good shit:6;best covers:6;favourite:6;Favourites:6;ghplus:6;import:6;easy:6;Misfits:6;the raconteurs:6;rockin:6;Left of the Dial:6;blue light rain:6;good song:6;juice:6;RACONTEURS:6;spotify:6;somafm:6;guitar riffs and solos:6;songs I like to sing:6;songs that you wanna listen to over and over again:6;mnogo dobro:6;Bagel:6;2k8 mix:6;d major:6;tangible:6;timj:6;apumrwork:6;the raconteurs tracks:6;Racounteurs:6;nice start:6;xantica:6;seductive humor:6;rkb:6;,rich kid blues,the raconteurs
150674.0,hard rock:100;classic rock:65;glam rock:48;kiss:48;80s:36;rock:32;hair metal:12;Glam Metal:12;kiss army:10;you wanted the best u got the best:9;heavy metal:8;american:5;glam:5;cool:5;1984:5;metal:3;Awesome:3;rock n roll:3;80's:3;songs i love:3;russian rock:3;80s hard rock:3;woohoo:3;rock tag:3;Heaven on fire:3;sexy:2;happy:2;energy:2;Pop-Metal:2;arena rock:2;guitar:2;great:2;male vocalists:2;live:2;sleazy:2;melody:2;brilliant:2;Cock rock:2;great songs:2;80s Heavy Metal:2;Love it:2;fuck yeah:2;Background:2;heaven and hell:2;tracks:2;1980s:2;6 of 10 stars:2;legends:2;makes me happy:2;fire:2;sleaze:2;sleaze rock:2;80s metal:2;Gene Simmons:2;Best Band EVER:2;80s rock:2;good mood:2;dig it:2;Pop Metal:2;Rock on:2;s2:2;american rock:2;giv er:2;sleazy rock:2;Metal Classics:2;Best group EVER:2;Crybs Choice:2;slgdmbestof:2;hard-n-heavy:2;fucking sexy:2;please let there be my kind of music - heavy music:2;ai raiku itu:2;elemental:2;music choice: retro rock:2;Bruce Kulick:2;the starchild:2;paul stanley:2;eric singer:2;mycket bra:2;Tema Increible:2;kiss - paul:2;raskaampaa:2;MGK:2;great guitar play:2;U68 Power Hour:2;desmond child:2;rokimpaa:2;klassikot:2;fabriciolf:2;1980s hard-rock:2;1980s 1984:2;my own yeahh:2;love6:2;HBLOLista01:2;tangleica classic:2;rock4me:2;l12:2;gmix11:2;ohhhh ya:2;SEMPERFI4855:2;,heaven's on fire,kiss
150335.0,classic rock:100;60s:73;rock:59;oldies:48;70s:39;pop:20;dutch:20;female vocalists:17;Psychedelic Rock:12;shocking blue:12;psychedelic:9;venus:8;1969:7;party:5;pop rock:4;blues rock:4;1970:4;one hit wonder:4;70's:4;catchy:4;Garage Rock:4;happy:3;female vocalist:3;Favourites:3;nederbeat:3;60s rock:3;1Live Fiehe:3;classic:2;dance:2;soft rock:2;sixties:2;Shocking Blue Venus:2;soul:2;memories:2;blues:2;guitar:2;summer:2;loved:2;groovy:2;60's:2;popular:2;bubblegum:2;netherlands:2;female fronted:2;Acid Rock:2;Nederpop:2;covered:2;golden oldies:2;Top Classics:2;a song about a girl:2;energetyczne:2;decades 1970-1979:2;rockabilly soul:2;,venus,shocking blue
149327.0,indie:100;10s:40;indie rock:20;psychedelic pop:20;Psychedelic Rock:20;fip:20;2013:20;songs i love:20;fallon:20;2010s:20;colours:20;fifa:20;All time favorite:20;conan:20;love at first sight:20;music choice: alternative:20;2013 single:20;Channel X:20;waynegun:20;Songs played on KSLU:20;popsi:20;,purple yellow red and blue,portugal. the man
148873.0,blues:100;delta blues:49;Classic Blues:24;30s:22;acoustic blues:18;Robert Johnson:11;slide guitar:7;acoustic:6;oldies:6;classic:5;folk:5;Supernatural:5;male vocalists:4;1936:4;Cross Road Blues:4;guitar:4;american:4;Roots Blues:4;genius:3;legend:3;blues classic:3;old school:2;1930s:2;cafard:2;male:2;haunting:2;spiritual:2;male vocalist:2;classics:2;blues guitar:2;blue:2;influential:2;country blues:2;jamming:2;delta:2;RnR Hall of Fame 500 songs that shaped rock and roll:2;Bleu:2;blau:2;1937:2;blue blues:2;crossroads:2;deltablues:2;slgdmblues:2;Blues Tag:2;,cross road blues,robert johnson
147877.0,folk:100;singer-songwriter:70;female vocalists:67;piano:40;joni mitchell:34;blue:20;Canadian:17;beautiful:16;70s:15;melancholy:13;female vocalist:13;melancholic:10;female:9;acoustic:9;folk rock:9;colours:9;folk-rock:8;pop:6;easy listening:6;eldad666loved:6;classic rock:5;rock:5;introspective:5;Mellow:5;ethereal:5;colors:5;Sentimental:5;folk-jazz:5;vugube62:5;jazz:3;chill:3;favorites:3;Love:3;soft rock:3;Driving:3;favourite:3;inspirational:3;singer songwriter:3;lyrical:3;1971:3;joni:3;perfect songs:3;repeat:3;masterpieces:3;Bleu:3;blau:3;tonight belongs to you alone:3;This is my life:3;when your true love leaves:3;bbeautiful:3;double mellow:3;Misc2:3;add misc:3;annyloved:3;listenmellow:3;Sharelle:3;my Canadian Goddess:3;indie:2;classic:2;country:2;80s:2;alternative:2;experimental:2;downtempo:2;slow:2;singersongwriter:2;ambient pop:2;night:2;pretty:2;unique:2;original:2;Like:2;soft:2;relaxing:2;blues rock:2;quiet:2;fip:2;female vocals:2;piano rock:2;heard on Pandora:2;Singer/Songwriter:2;female artists:2;Heartbreaking:2;Favorite:2;Favourites:2;heart:2;female singer:2;liedermacher:2;Female Voices:2;1970s:2;growing up:2;angst:2;all the best:2;sublime:2;poprock:2;Good Stuff:2;Canadian Artist:2;girly:2;sadness:2;joy:2;,blue,joni mitchell
147182.0,indie:100;experimental:95;indie rock:75;rock:55;alternative:40;post-punk:30;art rock:30;soul:25;Avant-Garde:25;american i like:25;blues:20;beautiful:20;a-w-e-s-o-m-e:20;alternative rock:15;Experimental Rock:15;atmospheric:15;TV on the radio:15;epic:10;sax:10;american:10;melancholy:10;amazing:10;melancholic:10;cool:10;male vocalists:10;00s:10;distortion:10;chillout:5;electronic:5;seen live:5;jazz:5;chill:5;sexy:5;indie pop:5;Alternative  Punk:5;psychedelic:5;saxophone:5;violins:5;Dope:5;beauty:5;avantgarde:5;low rock:5;Rainy Day:5;emotional:5;hypnotic:5;groovy:5;underrated:5;vocal harmonies:5;interesting:5;proto-punk:5;Favorite:5;fav:5;brilliant:5;audioase:5;music to get the pussy wet:5;Fave Indie Pop:5;falsetto:5;heartache:5;perfect:5;apocalyptic:5;New York City:5;male vocals:5;Yay:5;Masterpiece:5;3 stars:5;horn:5;singalong:5;Favourite Songs:5;joy:5;stuff:5;psychadelic:5;horn section:5;impressive:5;percussive:5;goosebumps:5;drive:5;Favorite songs ever:5;overwhelming:5;favourite tracks:5;Godlike:5;rock out:5;favoritas:5;Stoer:5;ill:5;Depression is kicking in:5;my favorite songs:5;find out more:5;best song of all time:5;what is rock exactly and does it matter:5;good beats:5;hypnotica:5;geht ab:5;color song:5;epic journey:5;deep music:5;excellent bands:5;intressant:5;the cough woke me up from calculus at 3am:5;favourties:5;desktop rocker:5;,blues from down here,tv on the radio
147058.0,blues rock:100;blues:80;rock:55;indie rock:46;the black keys:38;Garage Rock:30;indie:17;classic rock:13;Grunge:9;guitar:9;punk blues:9;Black Keys:9;good for driving around in a truck:9;alternative:5;alternative rock:5;heavy:5;blues-rock:5;Awesome:5;2004:5;Retro:5;upbeat:5;3:5;american:5;interesting:5;00s:5;60's:5;Ohio:5;4:5;Black:5;keys:5;akron:5;artists to check out:5;midtempo:5;garage blues:5;aeroplane:5;gotanygoodmusic:5;halftoned singles club:5;serious:5;potato:5;My pop music:5;Arguman-loved tracks:5;beefalo:5;hi fidelity:5;Radio Phantom Zone:5;aeroplanes and helicopters and other machines that fly:5;pm stuff:5;The fundamental Core:5;chill groove:5;ub:5;makinout:5;dan auerbach:5;good during short runs:5;two-peice:5;retro lounge:5;good during long runs:5;brendas nephew:5;patrick carney:5;Aeroplane Blues:5;Lucia Micarelli:5;Bluesy Alt-rock:5;de avonden:5;IndieBlues-Rock:5;clavado:5;Is Rock by any Other Name:5;rubber factory:5;rubber factory 2004:5;a massive explosion rocked the missosinowa:5;dan aurbach:5;CJL Original Library:5;,aeroplane blues,the black keys
146285.0,indie rock:100;rock:37;indie:28;alternative rock:28;alternative:19;american:19;2015:19;2014 single:19;MOONH8SUN:19;indie pop:10;upbeat:10;fav:10;love at first listen:10;10s:10;fallon:10;2010s:10;czHit:10;2014:10;fucking incredible:10;somafm:10;sonic rock:10;aitch:10;BBC6:10;Bagel:10;Pherfavs:10;aitchchill:10;music choice: alternative:10;Channel X:10;burning red hot:10;pxs: indie:10;,lampshades on fire,modest mouse
146188.0,chillout:100;cover:85;downtempo:59;electronic:56;female vocalists:46;trip-hop:38;covers:23;Mellow:22;electronica:14;chill:14;Flunk:14;indie:13;norwegian:13;ambient:12;blue monday:10;alternative:9;acoustic:6;new order:6;sexy:6;indie rock:6;beautiful:6;lounge:6;new order cover:6;guitar:5;female vocal:5;relax:5;pop:4;Love:4;trip hop:4;00s:4;Flunk - Blue Monday:4;rock:3;sad:3;easy listening:3;summer:3;chilled:3;nice:3;autumn:3;2002:3;blue:3;lovesongs:3;Quirky Music:3;electro:2;dance:2;new wave:2;techno:2;scandinavian:2;1:2;cool:2;female vocalist:2;chill out:2;check out:2;norsk:2;Silkred-Dissonance:2;run for cover:2;alternative-rock:2;chill the fuck out:2;minipark:2;fantastic covers:2;chipotle:2;nouvelle vague:2;cover project:2;eclectic chill:2;setting my soul alight:2;rubieralove:2;music to listen when its raining:2;eletroindie:2;things you cant believe:2;outstanding covers:2;chilling and rocking:2;melancolin:2;happy discoveries:2;my head song:2;morning games:2;christian alexander tietgen:2;Soundtrack:1;test:1;female:1;soul:1;80s:1;folk:1;indie pop:1;singer-songwriter:1;depressed:1;calm:1;catchy:1;cute:1;blues:1;Experimental pop:1;Awesome:1;night:1;Dreamy:1;Driving:1;car:1;morning:1;atmospheric:1;haunting:1;sunday:1;dream pop:1;remix:1;,blue monday,flunk
144148.0,piano:100;contemporary classical:75;instrumental:59;ambient:59;Classical:35;melancholy:24;minimalism:24;minimalist:24;neoclassical:24;electronic:22;cinematic:22;post-classical:22;contemporary piano:22;melancholic:20;piano ambient:20;ambient piano:20;new age:19;atmospheric:19;alternative:17;ethereal:17;electroacoustic:17;neo-classical:17;Experimental-Ambient:17;minimal ambient:17;electro-acoustic:17;21st century classical:17;PostClassical:17;true ambient:17;zone minimal:17;beautiful:13;max richter:13;chillout:11;modern classical:10;solo piano:10;sad songs:6;eternity and a day:6;mpsvd-piano-h:6;rock:4;Contemporary:4;Avant-Garde:4;avantgarde:4;composer:4;relaxing:4;modern classic:4;music to fall asleep to:4;pianist:4;piano solo:4;contemporary instrumental:4;Silkred-LovedAll:4;piano space:4;Piano Quiet:4;serene piano:4;this reminds me of another tune:4;reclusive monk:4;Disco:2;electronica:2;pop:2;chill:2;alternative rock:2;sad:2;Love:2;funk:2;minimal:2;yoga:2;haunting:2;punk rock:2;Sleep:2;soft:2;german:2;emotional:2;rain:2;relax:2;neo classical:2;lies:2;inspiring:2;Love it:2;Masterpiece:2;classica:2;dusk:2;The Breath of the Universe:2;depressive:2;o steluta si o linie:2;plutesc:2;Playlist2:2;sleep tight:2;listen:2;sleep music:2;Ambrosia:2;Contemporary Composer:2;contemporary classic:2;Relaxing music:2;canon:2;Clasica:2;melodic ambient:2;a:2;Cross Over:2;rainy day music:2;Pure Beauty:2;atmos:2;ambient 3 - evening:2;,vladimir's blues,max richter
143502.0,indie:100;rock:96;alternative:77;folk:58;Mellow:43;Alt-country:39;wilco:29;chill:24;american i like:24;melancholic:20;Bittersweet:20;country:15;beautiful:15;folk rock:15;vugube62:15;alternative rock:10;indie rock:10;Love:10;americana:10;atmospheric:10;hopeful:10;close your eyes:10;blue songs:10;chillout:5;pop:5;leaving:5;folk-rock:5;blues:5;other:5;guitar:5;american:5;summer:5;winter:5;melancholy:5;unique:5;amazing:5;soft:5;chilled:5;2007:5;emotional:5;blues rock:5;quiet:5;male vocalists:5;female vocalist:5;alternative country:5;00s:5;rain:5;lovely:5;tagged:5;love at first listen:5;yes:5;sweet:5;work:5;colors:5;weather:5;Satellite:5;I like this:5;radio paradise:5;radioparadise:5;czHit:5;folky:5;Seminal:5;Chills:5;colours:5;subtle:5;blue:5;band of horses:5;progressive folk:5;gloomy:5;evocative:5;Female Names:5;title tracks:5;the word sky:5;music I like:5;timeless:5;MORE:5;Late Night Listening:5;own:5;resigned:5;AlternativePunk:5;in love:5;sad song:5;dance with me:5;fun stuff:5;jeff tweedy:5;heavy weather:5;fuck music:5;blues folk:5;songs that knock me out:5;Recent discoveries:5;colour:5;the saddest music in the world:5;annymix:5;marco78trains favorite songs:5;lazy blues:5;lazy radio:5;Ciudad Volatil:5;emission universelle:5;tune-carrying wordsmiths:5;nebbia:5;,sky blue sky,wilco
143456.0,folk:100;female vocalists:76;indie:47;singer-songwriter:39;Joanna Newsom:25;Mellow:21;freak folk:19;beautiful:13;acoustic:10;New Weird America:10;00s:10;rock:8;alternative:8;piano:8;relaxing:8;indie folk:8;blue:8;calm:6;Love:6;Dreamy:6;quirky:6;melancholy:6;singer songwriter:6;pedal steel guitar:6;lullaby:6;sleepy:6;chillout:4;female:4;experimental:4;favorites:4;Sleep:4;wierd:4;female vocals:4;female vocalist:4;advert:4;Alternative Folk:4;colours:4;beautiful voices:4;nix partly:4;svetlana sucks lemons:4;newsom:4;Joanna Newsom This Side of the Blue:4;sea sounds:4;electronic:2;seen live:2;pop:2;chill:2;indie pop:2;indie rock:2;downtempo:2;happy:2;slow:2;cute:2;Lo-Fi:2;Alternative  Punk:2;americana:2;unclassifiable:2;Awesome:2;melodic:2;wurlitzer:2;weird:2;relaxed:2;girls:2;Hope:2;water:2;poetry:2;literate:2;party:2;deep:2;amazing:2;nostalgic:2;soft:2;chilled:2;Best of 2004:2;melancholic:2;fun:2;nice:2;altparty:2;investigate:2;cool:2;good:2;love songs:2;psychedelic folk:2;psych folk:2;alternative country:2;free folk:2;gorgeous:2;female vocal:2;Favorite:2;Beach:2;vocalists:2;steel:2;relax:2;wtf:2;freak show:2;indie-folk:2;I myself am strange and unusual:2;wow:2;women:2;lyrics:2;,this side of the blue,joanna newsom
142833.0,electronic:100;chillout:88;trip-hop:68;female vocalists:49;electronica:40;goldfrapp:35;downtempo:30;Mellow:22;sexy:21;chill:18;ambient:18;dance:18;pop:15;Dreamy:15;ethereal:15;british:13;alternative:13;beautiful:13;lounge:11;electro:8;relaxing:8;amayzes loved:8;2003:7;atmospheric:7;trip hop:7;bliss:7;wabbits picks:7;Love:5;easy listening:5;synthpop:5;nice:5;loved:5;00s:5;female vocal:5;relax:5;chill out:5;sensual:5;ElectronicaDance:5;ambient techo eletronica:5;davaho53:5;vugube62:5;sebolo90:5;indie:4;rock:4;sad:4;UK:4;favorites:4;romantic:4;euphoric:4;female vocals:4;female vocalist:4;lovely:4;magic:4;7 of 10 stars:4;lush:4;easy:4;dreamland:4;Black Cherry:4;magico:4;songs that make me tearup:4;best songs ever recorded:4;seen live:2;electropop:2;vocal:2;female:2;jazz:2;instrumental:2;cute:2;Lo-Fi:2;RockPop:2;downbeat:2;night:2;strings:2;girls:2;england:2;peace:2;whimsical:2;floating:2;Electro Pop:2;dream pop:2;club:2;Radio:2;Sleep:2;soft:2;chilled:2;poetic:2;sex:2;Massive Attack:2;radiohead:2;trippy:2;wishlist:2;euphoria:2;chill-out:2;drum'n'bass:2;bizarre:2;gorgeous:2;Favorite:2;serenity:2;brilliant:2;music to get the pussy wet:2;,hairy trees,goldfrapp
142154.0,indie:100;indie rock:85;british:74;alternative:54;rock:39;babyshambles:20;britpop:12;pop:8;singer-songwriter:8;UK:8;Love:8;Awesome:8;animals:8;feel free:8;mmmmmmmmmmmmmmmmmmmm:8;babyshambles frfench dog blues:8;Favoriter:4;favorites:4;beautiful:4;Retro:4;england:4;Indie-Rock:4;2007:4;favourite:4;fip:4;male vocalist:4;00s:4;indierock:4;Favourites:4;english:4;Placebo:4;sing along:4;4 of 10 stars:4;dog:4;dogs:4;psych rock:4;punk pop:4;Best Band EVER:4;Brilliant2007:4;07:4;Garage-Rock:4;pete:4;My pop music:4;diabolical:4;gilbert:4;songs about animals:4;nora:4;freakey stylish:4;Fantastisk:4;weallgetold:4;asymetric:4;Buena musica:4;2k7 mix:4;franzis allerliebste lieblingslieder:4;wos ma gfoit - kloar:4;chien bleu chien franzosischer hund:4;gilbert linley:4;RiP 008:4;sounds like gustaf of mando diao:4;indie on drugs:4;french dog blues:4;ponyhof:4;AFBlog:4;Jangly Me:4;Raconteurs radio:4;,french dog blues,babyshambles
140968.0,deathcore:100;metalcore:87;hardcore:55;screamo:43;death metal:39;metal:17;bring me the horizon:14;brutal:10;FUCKING-AMAZING:10;Mosh:9;brilliant riff:9;post-hardcore:7;mathcore:7;Scremo-death metal:7;scenecore:6;kick ass:6;breakdown:6;screamo post-hardcore:6;the very best - fuck the rest :D:6;british:5;post hardcore:5;hardcore-punk:5;killer breakdown:5;Better then sex:5;seen live:3;albums I own:3;Love:3;european:3;Guitar Solo:3;Awesome Guitar Solo:3;dth:3;Fucking great guitar solo:3;Best Fucking Band Eva:3;violence and no emotions:3;emo:2;good:2;emocore:2;good lyrics:2;NOT METAL:2;riff:2;Swedecore:2;5 of 10 stars:2;not screamo:2;NOT GRINDCORE:2;OWNAGE:2;Fashioncore:2;killer riffs:2;great drums:2;great guitars:2;Technical Deathcore:2;moshcore:2;FODA:2;Death-Core:2;i kill people:2;fav lyrics:2;BMTH:2;fav guitar solos:2;funk metal crossover:2;Bring me:2;your beauty is no reward:2;fuckin bad ass:2;Black  Blue:2;ohur2ez4me:2;,black & blue,bring me the horizon
139901.0,pop:100;,fast car - radio edit,jonas blue
139328.0,Bossa Nova:100;cover:85;lounge:66;chillout:48;french:48;covers:39;female vocalists:35;chill:25;nouvelle vague:23;indie:19;pop:14;ambient:14;indie pop:14;sexy:12;downtempo:12;easy listening:12;beautiful:12;female vocalist:12;blue monday:12;new wave:10;relax:10;female:7;acoustic:7;summer:7;Mellow:7;soft:7;00s:7;sweet:7;new order:7;alternative:5;happy:5;slow:5;relaxing:5;nice:5;female vocals:5;jazzy:5;Bossanova:5;france:5;lovely:5;female singers:5;2006:5;frenchy:5;Girl:5;days of the week:5;blue:5;new order cover:5;80s cover:5;rubieralove:5;Nouvelle Vague - Blue Monday:5;nu jazz:3;electronic:3;electronica:3;trip-hop:3;seen live:3;jazz:3;rock:3;sad:3;favorites:3;calm:3;Love:3;cute:3;dark:3;Alternative  Punk:3;latin:3;Dreamy:3;quirky:3;bossa:3;nujazz:3;Favorite Artists:3;chill with me:3;favourite:3;fip:3;cool:3;love songs:3;interesting:3;rock n roll:3;cover songs:3;Tribute:3;pleasant:3;chill out:3;psycho:3;play:3;Playful:3;9 of 10 stars:3;Sommer:3;FM4:3;sensual:3;colors:3;marijuana:3;Monday:3;Love it:3;vintage:3;kat fm:3;cover versions:3;cover version:3;calmer:3;feelgood:3;Favourite Songs:3;sex music:3;slow songs:3;,blue monday,nouvelle vague
139040.0,hard rock:100;rock:54;Guns N Roses:36;classic rock:25;heavy metal:20;90s:15;Slash:9;80s:8;8 of 10 stars:8;hardrock:8;Use Your Illusion:8;metal:6;USA:6;american:6;seen live:4;hair metal:4;blues:4;guitar:4;sound storm:4;Axl Rose:4;GNR:4;izzy stradlin:4;Hip-Hop:2;electronic:2;Grunge:2;alternative rock:2;Hard:2;Awesome:2;Dope:2;art rock:2;sleazy:2;Good Rock:2;youth:2;spring:2;meh:2;badass:2;6 of 10 stars:2;collection:2;Nu-metal:2;alcohol:2;various:2;kick ass:2;5 of 10 stars:2;Southern Gospel:2;thrill:2;summer 2006:2;Axl:2;5-star:2;Favoritter:2;aitch:2;brain2brain:2;rock classic:2;metal edge:2;In my CD collection:2;Duff McKagan:2;Matt Sorum:2;Gun's N' Roses:2;Guns and Roses - Shotgun Blues:2;General hard rock:2;give me one reason:2;the m-c big smile award:2;On Guuluu:2;tragically yours:2;sister stone:2;Dizzy Reed:2;attitude rock:2;guns n roses and velvet revolver:2;pitbullcarfc:2;Shotgun Blues-Guns N Roses:2;Guns N Roses - Shotgun Blues:2;played before:2;rock tag:2;PunkRockxXx:2;,shotgun blues,guns n' roses
