artist_names,rank,song_name,week
Ed Sheeran,63,Castle On The Hill,2017-04-15
DJ Khaled Featuring Beyonce & JAY Z,64,Shining,2017-04-15
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,65,Swalla,2017-04-15
Zayn Featuring PARTYNEXTDOOR,66,Still Got Time,2017-04-15
Train,67,Play That Song,2017-04-15
Drake Featuring Jorja Smith & Black Coffee,68,Get It Together,2017-04-15
Lauren Alaina,69,Road Less Traveled,2017-04-15
J. Cole,70,Deja Vu,2017-04-15
Big Sean,71,Moves,2017-04-15
Josh Turner,72,Hometown Girl,2017-04-15
Future Featuring Rihanna,73,Selfish,2017-04-15
Keith Urban Featuring Carrie Underwood,74,The Fighter,2017-04-15
"Nicki Minaj, Drake & Lil Wayne",75,No Frauds,2017-04-15
Drake Featuring Giggs,76,No Long Talk,2017-04-15
Russ,77,Losin Control,2017-04-15
Michael Ray,78,Think A Little Less,2017-04-15
Drake Featuring Giggs,79,KMT,2017-04-15
Starley,80,Call On Me,2017-04-15
Brantley Gilbert,81,The Weekend,2017-04-15
Drake Featuring Sampha,82,4422,2017-04-15
Drake,83,Jorja Interlude,2017-04-15
Drake,84,Madiba Riddim,2017-04-15
Drake Featuring Young Thug,85,Ice Melts,2017-04-15
Drake,86,Do Not Disturb,2017-04-15
Dierks Bentley,87,Black,2017-04-15
Kelsea Ballerini,88,Yeah Boy,2017-04-15
Drake Featuring Kanye West,89,Glow,2017-04-15
Future,90,Draco,2017-04-15
Alessia Cara,91,How Far I'll Go,2017-04-15
Martin Garrix & Dua Lipa,92,Scared To Be Lonely,2017-04-15
Ed Sheeran,93,Galway Girl,2017-04-15
Ariana Grande Featuring Future,94,Everyday,2017-04-15
2 Chainz x Gucci Mane x Quavo,95,Good Drank,2017-04-15
6LACK,96,Prblms,2017-04-15
Drake,97,Can't Have Everything,2017-04-15
The Weeknd,98,Party Monster,2017-04-15
Drake,99,Nothings Into Somethings,2017-04-15
Dwayne Johnson,100,You're Welcome,2017-04-15
Ed Sheeran,1,Shape Of You,2017-04-22
Kendrick Lamar,2,Humble.,2017-04-22
Bruno Mars,3,That's What I Like,2017-04-22
KYLE Featuring Lil Yachty,4,iSpy,2017-04-22
The Chainsmokers & Coldplay,5,Something Just Like This,2017-04-22
Sam Hunt,6,Body Like A Back Road,2017-04-22
The Weeknd Featuring Daft Punk,7,I Feel It Coming,2017-04-22
Kodak Black,8,Tunnel Vision,2017-04-22
The Chainsmokers,9,Paris,2017-04-22
Clean Bandit Featuring Sean Paul & Anne-Marie,10,Rockabye,2017-04-22
Future,11,Mask Off,2017-04-22
Migos Featuring Lil Uzi Vert,12,Bad And Boujee,2017-04-22
Kygo x Selena Gomez,13,It Ain't Me,2017-04-22
Zedd & Alessia Cara,14,Stay,2017-04-22
Zayn / Taylor Swift,15,I Don't Wanna Live Forever (Fifty Shades Darker),2017-04-22
Lil Uzi Vert,16,XO TOUR Llif3,2017-04-22
James Arthur,17,Say You Won't Let Go,2017-04-22
Rihanna,18,Love On The Brain,2017-04-22
Katy Perry Featuring Skip Marley,19,Chained To The Rhythm,2017-04-22
Big Sean,20,Bounce Back,2017-04-22
The Chainsmokers Featuring Halsey,21,Closer,2017-04-22
Julia Michaels,22,Issues,2017-04-22
Drake,23,Passionfruit,2017-04-22
Khalid,24,Location,2017-04-22
Post Malone Featuring Quavo,25,Congratulations,2017-04-22
Migos,26,T-Shirt,2017-04-22
Bruno Mars,27,24K Magic,2017-04-22
Maroon 5 Featuring Future,28,Cold,2017-04-22
Rae Sremmurd,29,Swang,2017-04-22
Alessia Cara,30,Scars To Your Beautiful,2017-04-22
Drake,31,Fake Love,2017-04-22
Justin Timberlake,32,Can't Stop The Feeling!,2017-04-22
Shawn Mendes,33,Mercy,2017-04-22
XXXTENTACION,34,Look At Me!,2017-04-22
Marian Hill,35,Down,2017-04-22
Drake Featuring Quavo & Travis Scott,36,Portland,2017-04-22
The Weeknd Featuring Daft Punk,37,Starboy,2017-04-22
Keith Urban Featuring Carrie Underwood,38,The Fighter,2017-04-22
Ayo & Teo,39,Rolex,2017-04-22
Calvin Harris Featuring Frank Ocean & Migos,40,Slide,2017-04-22
Lady Gaga,41,Million Reasons,2017-04-22
Jon Pardi,42,Dirt On My Boots,2017-04-22
Travis Scott,43,Goosebumps,2017-04-22
Brett Young,44,In Case You Didn't Know,2017-04-22
Maroon 5 Featuring Kendrick Lamar,45,Don't Wanna Know,2017-04-22
Gucci Mane Featuring Drake,46,Both,2017-04-22
Adele,47,Water Under The Bridge,2017-04-22
Imagine Dragons,48,Believer,2017-04-22
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,49,Despacito,2017-04-22
Machine Gun Kelly x Camila Cabello,50,Bad Things,2017-04-22
Chris Brown Featuring Usher & Gucci Mane,51,Party,2017-04-22
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,52,Swalla,2017-04-22
Thomas Rhett Featuring Maren Morris,53,Craving You,2017-04-22
Jason Aldean,54,Any Ol' Barstool,2017-04-22
Lorde,55,Green Light,2017-04-22
Childish Gambino,56,Redbone,2017-04-22
Luke Combs,57,Hurricane,2017-04-22
Luke Bryan,58,Fast,2017-04-22
Logic,59,Everybody,2017-04-22
Lady Antebellum,60,You Look Good,2017-04-22
Linkin Park Featuring Kiiara,61,Heavy,2017-04-22
Drake,62,Gyalchester,2017-04-22
Auli'i Cravalho,63,How Far I'll Go,2017-04-22
DJ Khaled Featuring Beyonce & JAY Z,64,Shining,2017-04-22
Josh Turner,65,Hometown Girl,2017-04-22
Dierks Bentley,66,Black,2017-04-22
Lauren Alaina,67,Road Less Traveled,2017-04-22
Drake,68,Free Smoke,2017-04-22
Ed Sheeran,69,Castle On The Hill,2017-04-22
Tim McGraw & Faith Hill,70,Speak To A Girl,2017-04-22
Florida Georgia Line Featuring Backstreet Boys,71,"God, Your Mama, And Me",2017-04-22
Train,72,Play That Song,2017-04-22
J. Cole,73,Deja Vu,2017-04-22
Big Sean,74,Moves,2017-04-22
Miranda Lambert,75,Tin Man,2017-04-22
Kelsea Ballerini,76,Yeah Boy,2017-04-22
Future Featuring Rihanna,77,Selfish,2017-04-22
Drake,78,Blem,2017-04-22
Russ,79,Losin Control,2017-04-22
Brantley Gilbert,80,The Weekend,2017-04-22
"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",81,Subeme La Radio,2017-04-22
Starley,82,Call On Me,2017-04-22
Drake,83,Teenage Fever,2017-04-22
"Nicki Minaj, Drake & Lil Wayne",84,No Frauds,2017-04-22
Kendrick Lamar,85,The Heart Part 4,2017-04-22
Michael Ray,86,Think A Little Less,2017-04-22
Future,87,Draco,2017-04-22
Tee Grizzley,88,First Day Out,2017-04-22
Drake Featuring 2 Chainz & Young Thug,89,Sacrifices,2017-04-22
Martin Garrix & Dua Lipa,90,Scared To Be Lonely,2017-04-22
The Chainsmokers,91,The One,2017-04-22
Alessia Cara,92,How Far I'll Go,2017-04-22
Kodak Black Featuring Future,93,Conscience,2017-04-22
A Boogie Wit da Hoodie Featuring Kodak Black,94,Drowning,2017-04-22
2 Chainz x Gucci Mane x Quavo,95,Good Drank,2017-04-22
"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",96,Heatstroke,2017-04-22
6LACK,97,Prblms,2017-04-22
Dan + Shay,98,How Not To,2017-04-22
Dwayne Johnson,99,You're Welcome,2017-04-22
Rag'n'Bone Man,100,Human,2017-04-22
Ed Sheeran,1,Shape Of You,2017-04-29
Bruno Mars,2,That's What I Like,2017-04-29
Kendrick Lamar,3,Humble.,2017-04-29
Harry Styles,4,Sign Of The Times,2017-04-29
The Chainsmokers & Coldplay,5,Something Just Like This,2017-04-29
KYLE Featuring Lil Yachty,6,iSpy,2017-04-29
Future,7,Mask Off,2017-04-29
Lil Uzi Vert,8,XO TOUR Llif3,2017-04-29
Sam Hunt,9,Body Like A Back Road,2017-04-29
The Chainsmokers,10,Paris,2017-04-29
Kygo x Selena Gomez,11,It Ain't Me,2017-04-29
Julia Michaels,12,Issues,2017-04-29
Clean Bandit Featuring Sean Paul & Anne-Marie,13,Rockabye,2017-04-29
Zedd & Alessia Cara,14,Stay,2017-04-29
Kodak Black,15,Tunnel Vision,2017-04-29
James Arthur,16,Say You Won't Let Go,2017-04-29
The Weeknd Featuring Daft Punk,17,I Feel It Coming,2017-04-29
Migos Featuring Lil Uzi Vert,18,Bad And Boujee,2017-04-29
Post Malone Featuring Quavo,19,Congratulations,2017-04-29
Khalid,20,Location,2017-04-29
Maroon 5 Featuring Future,21,Cold,2017-04-29
Drake,22,Passionfruit,2017-04-29
The Chainsmokers Featuring Halsey,23,Closer,2017-04-29
Rihanna,24,Love On The Brain,2017-04-29
Big Sean,25,Bounce Back,2017-04-29
Zayn / Taylor Swift,26,I Don't Wanna Live Forever (Fifty Shades Darker),2017-04-29
Katy Perry Featuring Skip Marley,27,Chained To The Rhythm,2017-04-29
Migos,28,T-Shirt,2017-04-29
Rae Sremmurd,29,Swang,2017-04-29
Bruno Mars,30,24K Magic,2017-04-29
Alessia Cara,31,Scars To Your Beautiful,2017-04-29
Ayo & Teo,32,Rolex,2017-04-29
Justin Timberlake,33,Can't Stop The Feeling!,2017-04-29
Shawn Mendes,34,Mercy,2017-04-29
Marian Hill,35,Down,2017-04-29
Calvin Harris Featuring Frank Ocean & Migos,36,Slide,2017-04-29
XXXTENTACION,37,Look At Me!,2017-04-29
Drake,38,Fake Love,2017-04-29
The Weeknd Featuring Daft Punk,39,Starboy,2017-04-29
Brett Young,40,In Case You Didn't Know,2017-04-29
Drake Featuring Quavo & Travis Scott,41,Portland,2017-04-29
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,42,Swalla,2017-04-29
Travis Scott,43,Goosebumps,2017-04-29
Gucci Mane Featuring Drake,44,Both,2017-04-29
Jon Pardi,45,Dirt On My Boots,2017-04-29
Maroon 5 Featuring Kendrick Lamar,46,Don't Wanna Know,2017-04-29
Imagine Dragons,47,Believer,2017-04-29
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,48,Despacito,2017-04-29
Childish Gambino,49,Redbone,2017-04-29
Halsey,50,Now Or Never,2017-04-29
Luke Combs,51,Hurricane,2017-04-29
Jason Aldean,52,Any Ol' Barstool,2017-04-29
Keith Urban Featuring Carrie Underwood,53,The Fighter,2017-04-29
Lorde,54,Green Light,2017-04-29
Chris Brown Featuring Usher & Gucci Mane,55,Party,2017-04-29
Josh Turner,56,Hometown Girl,2017-04-29
Ed Sheeran,57,Castle On The Hill,2017-04-29
Linkin Park Featuring Kiiara,58,Heavy,2017-04-29
DJ Khaled Featuring Beyonce & JAY Z,59,Shining,2017-04-29
Auli'i Cravalho,60,How Far I'll Go,2017-04-29
Dierks Bentley,61,Black,2017-04-29
Drake,62,Gyalchester,2017-04-29
Russ,63,Losin Control,2017-04-29
Brantley Gilbert,64,The Weekend,2017-04-29
Starley,65,Call On Me,2017-04-29
Luke Bryan,66,Fast,2017-04-29
Big Sean,67,Moves,2017-04-29
Florida Georgia Line Featuring Backstreet Boys,68,"God, Your Mama, And Me",2017-04-29
Future Featuring Rihanna,69,Selfish,2017-04-29
Train,70,Play That Song,2017-04-29
J. Cole,71,Deja Vu,2017-04-29
Drake,72,Free Smoke,2017-04-29
Kelsea Ballerini,73,Yeah Boy,2017-04-29
French Montana Featuring Swae Lee,74,Unforgettable,2017-04-29
A Boogie Wit da Hoodie Featuring Kodak Black,75,Drowning,2017-04-29
Tee Grizzley,76,First Day Out,2017-04-29
Lauren Alaina,77,Road Less Traveled,2017-04-29
The Chainsmokers,78,The One,2017-04-29
YFN Lucci Featuring PnB Rock,79,Everyday We Lit,2017-04-29
Martin Garrix & Dua Lipa,80,Scared To Be Lonely,2017-04-29
Thomas Rhett Featuring Maren Morris,81,Craving You,2017-04-29
2 Chainz x Gucci Mane x Quavo,82,Good Drank,2017-04-29
Future,83,Draco,2017-04-29
Drake,84,Blem,2017-04-29
Lady Antebellum,85,You Look Good,2017-04-29
Dan + Shay,86,How Not To,2017-04-29
"Nicki Minaj, Drake & Lil Wayne",87,No Frauds,2017-04-29
6LACK,88,Prblms,2017-04-29
Flo Rida & 99 Percent,89,Cake,2017-04-29
Michael Ray,90,Think A Little Less,2017-04-29
Drake,91,Teenage Fever,2017-04-29
Kenny Chesney,92,Bar At The End Of The World,2017-04-29
Dwayne Johnson,93,You're Welcome,2017-04-29
Machine Gun Kelly Featuring Hailee Steinfeld,94,At My Best,2017-04-29
Zayn Featuring PARTYNEXTDOOR,95,Still Got Time,2017-04-29
"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",96,Subeme La Radio,2017-04-29
AJR,97,Weak,2017-04-29
Alessia Cara,98,How Far I'll Go,2017-04-29
Darius Rucker,99,If I Told You,2017-04-29
Cole Swindell,100,Flatliner,2017-04-29
Kendrick Lamar,1,Humble.,2017-05-06
Ed Sheeran,2,Shape Of You,2017-05-06
Bruno Mars,3,That's What I Like,2017-05-06
Kendrick Lamar,4,DNA.,2017-05-06
Future,5,Mask Off,2017-05-06
KYLE Featuring Lil Yachty,6,iSpy,2017-05-06
Zedd & Alessia Cara,7,Stay,2017-05-06
The Chainsmokers & Coldplay,8,Something Just Like This,2017-05-06
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,9,Despacito,2017-05-06
Lil Uzi Vert,10,XO TOUR Llif3,2017-05-06
Sam Hunt,11,Body Like A Back Road,2017-05-06
Julia Michaels,12,Issues,2017-05-06
Kygo x Selena Gomez,13,It Ain't Me,2017-05-06
Kendrick Lamar Featuring Rihanna,14,Loyalty.,2017-05-06
Post Malone Featuring Quavo,15,Congratulations,2017-05-06
Kendrick Lamar,16,Element.,2017-05-06
James Arthur,17,Say You Won't Let Go,2017-05-06
Kendrick Lamar Featuring Zacari,18,Love.,2017-05-06
The Chainsmokers,19,Paris,2017-05-06
Clean Bandit Featuring Sean Paul & Anne-Marie,20,Rockabye,2017-05-06
Kodak Black,21,Tunnel Vision,2017-05-06
Harry Styles,22,Sign Of The Times,2017-05-06
Maroon 5 Featuring Future,23,Cold,2017-05-06
The Weeknd Featuring Daft Punk,24,I Feel It Coming,2017-05-06
Khalid,25,Location,2017-05-06
Migos Featuring Lil Uzi Vert,26,Bad And Boujee,2017-05-06
Drake,27,Passionfruit,2017-05-06
The Chainsmokers Featuring Halsey,28,Closer,2017-05-06
Migos,29,T-Shirt,2017-05-06
Big Sean,30,Bounce Back,2017-05-06
Rihanna,31,Love On The Brain,2017-05-06
Kendrick Lamar,32,Yah.,2017-05-06
Kendrick Lamar Featuring U2,33,XXX.,2017-05-06
Rae Sremmurd,34,Swang,2017-05-06
Kendrick Lamar,35,Feel.,2017-05-06
Zayn / Taylor Swift,36,I Don't Wanna Live Forever (Fifty Shades Darker),2017-05-06
Kendrick Lamar,37,Pride.,2017-05-06
Katy Perry Featuring Skip Marley,38,Chained To The Rhythm,2017-05-06
Lady Gaga,39,The Cure,2017-05-06
Ayo & Teo,40,Rolex,2017-05-06
Bruno Mars,41,24K Magic,2017-05-06
Kendrick Lamar,42,Lust.,2017-05-06
Alessia Cara,43,Scars To Your Beautiful,2017-05-06
Calvin Harris Featuring Frank Ocean & Migos,44,Slide,2017-05-06
Brett Young,45,In Case You Didn't Know,2017-05-06
Travis Scott,46,Goosebumps,2017-05-06
Justin Timberlake,47,Can't Stop The Feeling!,2017-05-06
Gucci Mane Featuring Drake,48,Both,2017-05-06
Shawn Mendes,49,Mercy,2017-05-06
Kendrick Lamar,50,Fear.,2017-05-06
Imagine Dragons,51,Believer,2017-05-06
XXXTENTACION,52,Look At Me!,2017-05-06
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,53,Swalla,2017-05-06
Kendrick Lamar,54,Blood.,2017-05-06
Luke Combs,55,Hurricane,2017-05-06
Childish Gambino,56,Redbone,2017-05-06
Marian Hill,57,Down,2017-05-06
Kendrick Lamar,58,God.,2017-05-06
French Montana Featuring Swae Lee,59,Unforgettable,2017-05-06
Drake Featuring Quavo & Travis Scott,60,Portland,2017-05-06
Ed Sheeran,61,Castle On The Hill,2017-05-06
Jon Pardi,62,Dirt On My Boots,2017-05-06
Kendrick Lamar,63,Duckworth.,2017-05-06
Josh Turner,64,Hometown Girl,2017-05-06
Auli'i Cravalho,65,How Far I'll Go,2017-05-06
Halsey,66,Now Or Never,2017-05-06
Keith Urban Featuring Carrie Underwood,67,The Fighter,2017-05-06
Linkin Park Featuring Kiiara,68,Heavy,2017-05-06
Jason Aldean,69,Any Ol' Barstool,2017-05-06
DJ Khaled Featuring Beyonce & JAY Z,70,Shining,2017-05-06
Chris Brown Featuring Usher & Gucci Mane,71,Party,2017-05-06
A Boogie Wit da Hoodie Featuring Kodak Black,72,Drowning,2017-05-06
Flo Rida & 99 Percent,73,Cake,2017-05-06
Lorde,74,Green Light,2017-05-06
Dierks Bentley,75,Black,2017-05-06
G-Eazy & Kehlani,76,Good Life,2017-05-06
Brantley Gilbert,77,The Weekend,2017-05-06
Lil Yachty Featuring Migos,78,Peek A Boo,2017-05-06
Russ,79,Losin Control,2017-05-06
"Nicki Minaj, Drake & Lil Wayne",80,No Frauds,2017-05-06
Kelsea Ballerini,81,Yeah Boy,2017-05-06
Florida Georgia Line Featuring Backstreet Boys,82,"God, Your Mama, And Me",2017-05-06
Starley,83,Call On Me,2017-05-06
Big Sean,84,Moves,2017-05-06
Luke Bryan,85,Fast,2017-05-06
Tee Grizzley,86,First Day Out,2017-05-06
Logic Featuring Damian Lemar Hudson,87,Black SpiderMan,2017-05-06
Future Featuring Rihanna,88,Selfish,2017-05-06
J. Cole,89,Deja Vu,2017-05-06
YFN Lucci Featuring PnB Rock,90,Everyday We Lit,2017-05-06
Martin Garrix & Dua Lipa,91,Scared To Be Lonely,2017-05-06
Drake,92,Gyalchester,2017-05-06
Chris Stapleton,93,Broken Halos,2017-05-06
AJR,94,Weak,2017-05-06
Dan + Shay,95,How Not To,2017-05-06
2 Chainz x Gucci Mane x Quavo,96,Good Drank,2017-05-06
Lady Antebellum,97,You Look Good,2017-05-06
Machine Gun Kelly Featuring Hailee Steinfeld,98,At My Best,2017-05-06
Lord Huron,99,The Night We Met,2017-05-06
Thomas Rhett Featuring Maren Morris,100,Craving You,2017-05-06
Bruno Mars,1,That's What I Like,2017-05-13
Ed Sheeran,2,Shape Of You,2017-05-13
Kendrick Lamar,3,Humble.,2017-05-13
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,4,Despacito,2017-05-13
Future,5,Mask Off,2017-05-13
The Chainsmokers & Coldplay,6,Something Just Like This,2017-05-13
Kendrick Lamar,7,DNA.,2017-05-13
KYLE Featuring Lil Yachty,8,iSpy,2017-05-13
Lil Uzi Vert,9,XO TOUR Llif3,2017-05-13
Kygo x Selena Gomez,10,It Ain't Me,2017-05-13
Zedd & Alessia Cara,11,Stay,2017-05-13
Sam Hunt,12,Body Like A Back Road,2017-05-13
James Arthur,13,Say You Won't Let Go,2017-05-13
Julia Michaels,14,Issues,2017-05-13
Post Malone Featuring Quavo,15,Congratulations,2017-05-13
Khalid,16,Location,2017-05-13
Clean Bandit Featuring Sean Paul & Anne-Marie,17,Rockabye,2017-05-13
Drake,18,Passionfruit,2017-05-13
The Chainsmokers,19,Paris,2017-05-13
Kodak Black,20,Tunnel Vision,2017-05-13
The Weeknd Featuring Daft Punk,21,I Feel It Coming,2017-05-13
Migos Featuring Lil Uzi Vert,22,Bad And Boujee,2017-05-13
The Chainsmokers Featuring Halsey,23,Closer,2017-05-13
Migos,24,T-Shirt,2017-05-13
Harry Styles,25,Sign Of The Times,2017-05-13
Rae Sremmurd,26,Swang,2017-05-13
Kendrick Lamar Featuring Zacari,27,Love.,2017-05-13
Maroon 5 Featuring Future,28,Cold,2017-05-13
Rihanna,29,Love On The Brain,2017-05-13
Calvin Harris Featuring Frank Ocean & Migos,30,Slide,2017-05-13
Big Sean,31,Bounce Back,2017-05-13
Zayn / Taylor Swift,32,I Don't Wanna Live Forever (Fifty Shades Darker),2017-05-13
Kendrick Lamar Featuring Rihanna,33,Loyalty.,2017-05-13
Brett Young,34,In Case You Didn't Know,2017-05-13
Bruno Mars,35,24K Magic,2017-05-13
Kendrick Lamar,36,Element.,2017-05-13
Imagine Dragons,37,Believer,2017-05-13
Justin Timberlake,38,Can't Stop The Feeling!,2017-05-13
Ayo & Teo,39,Rolex,2017-05-13
Alessia Cara,40,Scars To Your Beautiful,2017-05-13
Luke Combs,41,Hurricane,2017-05-13
Travis Scott,42,Goosebumps,2017-05-13
Gucci Mane Featuring Drake,43,Both,2017-05-13
Shawn Mendes,44,There's Nothing Holdin' Me Back,2017-05-13
Childish Gambino,45,Redbone,2017-05-13
Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,46,Swalla,2017-05-13
Ed Sheeran,47,Castle On The Hill,2017-05-13
Shawn Mendes,48,Mercy,2017-05-13
XXXTENTACION,49,Look At Me!,2017-05-13
French Montana Featuring Swae Lee,50,Unforgettable,2017-05-13
Katy Perry Featuring Skip Marley,51,Chained To The Rhythm,2017-05-13
Halsey,52,Now Or Never,2017-05-13
Drake Featuring Quavo & Travis Scott,53,Portland,2017-05-13
Linkin Park Featuring Kiiara,54,Heavy,2017-05-13
A Boogie Wit da Hoodie Featuring Kodak Black,55,Drowning,2017-05-13
Kendrick Lamar Featuring U2,56,XXX.,2017-05-13
DJ Khaled Featuring Beyonce & JAY Z,57,Shining,2017-05-13
Marian Hill,58,Down,2017-05-13
G-Eazy & Kehlani,59,Good Life,2017-05-13
Keith Urban Featuring Carrie Underwood,60,The Fighter,2017-05-13
Josh Turner,61,Hometown Girl,2017-05-13
Lady Gaga,62,The Cure,2017-05-13
Machine Gun Kelly Featuring Hailee Steinfeld,63,At My Best,2017-05-13
Lana Del Rey Featuring The Weeknd,64,Lust For Life,2017-05-13
Kendrick Lamar,65,Yah.,2017-05-13
Dierks Bentley,66,Black,2017-05-13
Jason Aldean,67,Any Ol' Barstool,2017-05-13
Charlie Puth,68,Attention,2017-05-13
Kendrick Lamar,69,Feel.,2017-05-13
Brantley Gilbert,70,The Weekend,2017-05-13
Kendrick Lamar,71,Pride.,2017-05-13
6LACK,72,Prblms,2017-05-13
Kelsea Ballerini,73,Yeah Boy,2017-05-13
Florida Georgia Line Featuring Backstreet Boys,74,"God, Your Mama, And Me",2017-05-13
Kendrick Lamar,75,Lust.,2017-05-13
Chris Brown Featuring Usher & Gucci Mane,76,Party,2017-05-13
Russ,77,Losin Control,2017-05-13
Flo Rida & 99 Percent,78,Cake,2017-05-13
Tee Grizzley,79,First Day Out,2017-05-13
Starley,80,Call On Me,2017-05-13
Zayn Featuring PARTYNEXTDOOR,81,Still Got Time,2017-05-13
YFN Lucci Featuring PnB Rock,82,Everyday We Lit,2017-05-13
Martin Garrix & Dua Lipa,83,Scared To Be Lonely,2017-05-13
Lord Huron,84,The Night We Met,2017-05-13
Dan + Shay,85,How Not To,2017-05-13
Lorde,86,Green Light,2017-05-13
Blackbear,87,Do Re Mi,2017-05-13
Big Sean,88,Moves,2017-05-13
Auli'i Cravalho,89,How Far I'll Go,2017-05-13
Paramore,90,Hard Times,2017-05-13
Kendrick Lamar,91,Fear.,2017-05-13
Thomas Rhett Featuring Maren Morris,92,Craving You,2017-05-13
Dylan Scott,93,My Girl,2017-05-13
Darius Rucker,94,If I Told You,2017-05-13
"Nicki Minaj, Drake & Lil Wayne",95,No Frauds,2017-05-13
Kendrick Lamar,96,God.,2017-05-13
Drake,97,Gyalchester,2017-05-13
Future Featuring Rihanna,98,Selfish,2017-05-13
2 Chainz x Gucci Mane x Quavo,99,Good Drank,2017-05-13
J. Cole,100,Deja Vu,2017-05-13
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,I'm The One,2017-05-20
Bruno Mars,2,That's What I Like,2017-05-20
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,3,Despacito,2017-05-20
Kendrick Lamar,4,Humble.,2017-05-20
Ed Sheeran,5,Shape Of You,2017-05-20
The Chainsmokers & Coldplay,6,Something Just Like This,2017-05-20
Future,7,Mask Off,2017-05-20
KYLE Featuring Lil Yachty,8,iSpy,2017-05-20
Lil Uzi Vert,9,XO TOUR Llif3,2017-05-20
Kygo x Selena Gomez,10,It Ain't Me,2017-05-20
Zedd & Alessia Cara,11,Stay,2017-05-20
Kendrick Lamar,12,DNA.,2017-05-20
James Arthur,13,Say You Won't Let Go,2017-05-20
Julia Michaels,14,Issues,2017-05-20
Sam Hunt,15,Body Like A Back Road,2017-05-20
Post Malone Featuring Quavo,16,Congratulations,2017-05-20
Khalid,17,Location,2017-05-20
Drake,18,Passionfruit,2017-05-20
Clean Bandit Featuring Sean Paul & Anne-Marie,19,Rockabye,2017-05-20
Imagine Dragons,20,Believer,2017-05-20
Kodak Black,21,Tunnel Vision,2017-05-20
Migos Featuring Lil Uzi Vert,22,Bad And Boujee,2017-05-20
The Chainsmokers Featuring Halsey,23,Closer,2017-05-20
The Chainsmokers,24,Paris,2017-05-20
Migos,25,T-Shirt,2017-05-20
The Weeknd Featuring Daft Punk,26,I Feel It Coming,2017-05-20
Rae Sremmurd,27,Swang,2017-05-20
Harry Styles,28,Sign Of The Times,2017-05-20
Maroon 5 Featuring Future,29,Cold,2017-05-20
Calvin Harris Featuring Frank Ocean & Migos,30,Slide,2017-05-20
Brett Young,31,In Case You Didn't Know,2017-05-20
