main_artist_id,main_artist_name,popularity,song_id,song_length,song_name
1AgxgADPuRIW1wyaA4OKcB,tom rosenthal,56,5nJ3YsRiZJGyHfRQtRH7SL,136575,soon soon
521qvhdobR0GzhvU6TFw76,tritonal,56,15hP47a57Z1PErM7sDNIae,224881,set it on fire
4jXfFzeP66Zy67HM2mvIIF,bill evans,56,60p18YXhrzLNrAaUXL8Bu6,325786,blue in green (take 3)
0xTcxl35DKXUeYRWqY10w6,peewee longway,56,2vqEbd55jka3GuPstglZoB,176940,gelato (feat. young dolph)
5Rdhduu4Zo7gs9FOt6YKbo,i'm blue,56,0nHQAxZgzAcKGRxAsOISTc,221979,blue (da ba dee)
5rSXSAkZ67PYJSvpUpkOr7,backstreet boys,56,35o9a4iAfLl5jRmqMX9c1D,230093,shape of my heart
55VydwMyCuGcavwPuhutPL,the used,56,32GWSQbpg1Ea1MMvl8HN23,201426,blue and yellow
4mRHCOgJQT3Pe6zV89tfYC,felon,56,2Dzj0LuUIq3Xv8MjE5bVvn,201862,trees
3NUtpWpGDoffm3RCGhSHtl,mount kimbie,56,5MZbUlBSqkRJkc0nxp730C,250150,blue train lines
2y246nnP9pQT0E6v3ZMMOO,night lovell,56,5ZSx8uBPD30XosprTCSHXs,188389,trees of the valley
3DiDSECUqqY1AuBP8qtaIa,alicia keys,56,0827eActpDYORuhgvWB0oY,233560,brand new me
00tVTdpEhQQw1bqdu8RCx2,blue öyster cult,56,60TYdVs6TWIsAJ1MPRdv59,210546,then came the last days of may
3WGpXCj9YhhfX11TToZcXP,troye sivan,56,6XXgPMayENMDQ9i3WIDEZY,226207,the quiet
42aeGx2I3uXINpGqC8L0LD,jack's mannequin,56,2XFOuxF5xUZ00RaVfaIdw2,251797,dark blue
49qiE8dj4JuNdpYGRPdKbF,stone sour,56,6SXa1S8p30ZneTKS8W9BSG,296400,rose red violent blue (this song is dumb & so am i)
0epOFNiUfyON9EYx7Tpr6V,the strokes,56,78Gzxi27GuNHTfkn2BylG4,169273,what ever happened?
1o2NpYGqHiCq7FoiYdyd1x,bea miller,56,5u2QALJvgURVkVOJBFVH0a,213011,i can't breathe
3vbKDsSS70ZX9D2OcvbZmS,beck,56,4gNErDjikE9QUQvkkqoB1S,242346,blue moon
4TcaTULxuMBvC57uafRGIE,otesla,56,6TZe9eIEgoAWAhHk9Vke4Y,64398,blue sea
7mnBLXK823vNxN3UWB7Gfz,the black keys,56,5HPnumlogzZtpLEaORZjz1,213226,10 lovers
27DGFhdWUeudNFbPJROkWF,comet blue,56,3ugmizSA071BoGL7jzd272,203389,spaceship
0IB0VjX9NSrGX6PjCXGVcq,raleigh ritchie,56,62efkNWDBAVdIzXkfXJMu0,208160,on fire
6nxWCVXbOlEVRexSbLsTer,flume,56,4eC0UAMztwMLXAU4MV1mUF,231282,"my boo (feat. vince staples, kučka, ngaiire & vera blue) [triple j like a version]"
1CcPlAmcnJjC4FnaPVzv2v,i monster,56,118kolZnbJBQvbOl0D4C71,223666,daydream in blue
1n2pb9Tsfe4SwAjmUac6YT,jake owen,56,2Xdatbm43IXEVi0wmKeJve,210973,alone with you
3Ukr3Ufjg8ygRJv7Ww887f,screaming trees,55,4EiLHuUSKTlaGmdR17J2tc,246226,nearly lost you
7crPfGd2k81ekOoSqQKWWz,stevie nicks,55,0QVlQTzp10Tj4Xql9ZRJzo,274520,rooms on fire
3MCxkaTJmYKH0FZbe3rYxa,joe purdy,55,0j9KNQ9pDEQejEm3wdgiAr,278693,i love the rain the most
6Wr3hh341P84m3EI8qdn9O,rise against,55,4c75xeSteTcgSSxRtsKqOJ,194506,house on fire
3WGpXCj9YhhfX11TToZcXP,troye sivan,55,6oOIyc6GGm0V2uuIv2xOx6,202101,cool
6pDRa5fS3myWSP0fpIUcNl,evans blue,55,7079nY1EuvdfIxaMYaTjR9,209092,this time it's different
0X2BH1fck6amBIoJhDVmmJ,ellie goulding,55,6VsXb3agqnK4rkTDGRWEXx,186679,still falling for you - jonas blue remix
55LHFEtIplWhsfyWZUwkf4,foxygen,55,2KhIHahkxbzkZho3C3ye2E,350933,on blue mountain
05Zr3tq3xPIxChT2JfMDCe,we rabbitz,55,374oL2AlfEPD4LZdjI3tjm,185304,blue (da ba dee)
6cN5TvotJoRbhYHoCHw8BI,smoke trees,55,6kDGm61a5iAgXnXO6WwApj,129000,villain
3DtSOCXYU6o4EV0K1NgIKq,art tatum,55,0ADAFZE0bYIuaIyPNFl3LE,172293,blue skies
01s2QB29sjjLunqBoPfgGb,magnus ringblom,55,2zSuVYVNSIpPVPbWN3SIJA,201162,relaxation station
3WGpXCj9YhhfX11TToZcXP,troye sivan,55,7G6tqGG8Z8Sv7OJ3u33VJd,255922,dkla
7fw0E8WHdG3r9SuPBcGmWk,sampa the great,55,72ckkRGaSfNFNnrjrYc6oB,171626,blue boss
5vngPClqofybhPERIqQMYd,george strait,55,7yQMZQeiSKnvEgimeGPVhi,256066,i can still make cheyenne
0epOFNiUfyON9EYx7Tpr6V,the strokes,55,6DUKQUhWqUySYngLXLNwP2,207029,automatic stop
6zkX5fhrSD4tdVOmimR9wB,oscar peterson,55,1guCfPEDYmDoyGz7xtrPsc,146093,blue and sentimental
6guTJsgPymDUVfqDJyz5UG,galaxie 500,55,2TTAPkrGQQOZkaUTUlt21Q,199466,strange
4njdEjTnLfcGImKZu1iSrz,awolnation,55,2lthIdb19OihVQMfuPaRZ6,154360,"i'm on fire - from the ""fifty shades of grey"" soundtrack"
3WGpXCj9YhhfX11TToZcXP,troye sivan,55,7FDyoxixibPa7SJIjg7NIp,224369,too good
6F3NW2aC9Sni1FH7QPSLvw,dishwalla,55,6B618H5CuCdEzcVs0NKTlt,291906,counting blue cars (tell me your thoughts on god)
7mnBLXK823vNxN3UWB7Gfz,the black keys,55,3OpoDVx3Ct42RM68Bvffvy,278106,in our prime
1moxjboGR7GNWYIMWsRjgG,florence + the machine,55,0fgSfUAnuJzzB8l8MdgRZg,293468,delilah
6cPMzk1hDgzdIe8vkAhcNM,the stray birds,55,1Bx9I2NyzUpTfmpAQ4BSsR,212026,dream in blue
4uYwLU7k03RCQSRXGtQGg0,orgy,55,5267gVdYWrLoz6ClOhlqmE,267000,blue monday
1Mxqyy3pSjf8kZZL4QVxS0,frank sinatra,55,5RLzsVW6UNiV2YrOlKwzNN,171426,blue moon - 1998 digital remaster
7zmuMr74dNGqjq74uibncO,kool john,55,2BFeLCEDQBecReNuLbOHoQ,196905,blue hunnids
0Kekt6CKSo0m5mivKcoH51,sergei rachmaninoff,55,49ow4D5a5BuIn5bZ2tggip,625680,"piano concerto no. 2 in c minor, op. 18: ii. adagio sostenuto"
7mnBLXK823vNxN3UWB7Gfz,the black keys,55,39e1gl7VaxuCev5ga7bvNq,268120,in time
2WX2uTcsvV5OnS0inACecP,birdy,55,26uWcFPeunNydCH7rl7nyA,183599,keeping your head up - jonas blue remix [radio edit]
159qqlGwzE04xyqpfAwRLo,parkway drive,55,2XZP7EIjlD75VwYcHNePYj,241033,sleepwalker
7p1C6cbN2rgBErzfB1u3Z7,julian dash,55,1axzRYUUASTfN4OOtrjfQd,389893,blue and sentimental
3WrFJ7ztbogyGnTHbHJFl2,the beatles,54,6rHh8urosEFRI67xVa6fzU,179106,the fool on the hill - remastered
3fMbdgg4jU18AjLCKBhRSm,michael jackson,54,36lVpg8hgy37iZEazTOJBb,254533,blue gangsta
0RpddSzUHfncUWNJXKOsjy,neon trees,54,1WMBlpjhd3AUQiNfJOzfIl,200626,songs i can't listen to
6tbjWDEIzxoDsBA1FuhfPW,madonna,54,7azOuDeJGbxt5mvq3GQHXp,258226,true blue
0kbYTNQb4Pb1rPbbaF0pT4,miles davis,54,4zxd4tiXPlWMqoJltbVTbE,284560,stella by starlight
13ACz7DIictCpSYGglNTHs,philanthrope,54,4RIu43eVxjbWuUhNwTUxwb,123041,blue (feat. drwn.)
4DFhHyjvGYa9wxdHUjtDkc,a perfect circle,54,6tgTTBaIf0tO6lvDhoXfMg,253666,blue
11FY888Qctoy6YueCpFkXT,circa survive,54,77vHdJBuPd8qcowf2phPnh,184920,get out
35fFUv2850L9CQjjNrLBpb,nahko and medicine for the people,54,3E3I7DBGCIsIgT1a1UJEFK,384250,budding trees
7lKaTIgVek1R2lqpCulQmq,gene vincent & his blue caps,54,63tznJW5FCf5jM7hgYvEMe,156266,be-bop-a-lula - 2002 - remastered
1sdyFmN4bVOcuFDpTVsxBB,kenny burrell,54,2kF9Ijd7I2Kk2P4bYqUmzG,242346,midnight blue
6tbjWDEIzxoDsBA1FuhfPW,madonna,54,6A8OnjnpShshNpcqWtZRjr,345280,papa don't preach
7vZ7qmfXiu114lY0qm7rOe,robert glasper experiment,54,7e0j6jReCfN5KJkDNLHyHQ,307626,afro blue - feat. erykah badu
4IliztYDlfMvzQzbx50o60,flyleaf,54,1NMXkYmP983tmztiArxJEn,217689,set me on fire
0xTcxl35DKXUeYRWqY10w6,peewee longway,54,7ESWYpbGVGp0q5sgTDZSPN,183592,his name cassius (feat. partynextdoor)
0zrmmZauGfivt1PTDs5Ph6,anna blue,54,4VkPTtEqKY663JTy3zMiPm,220000,silent scream
6CwfuxIqcltXDGjfZsMd9A,marina and the diamonds,54,5deoPfYU3gEtcIxPgap4Gz,254146,blue
00FQb4jTyendYWaN8pK0wa,lana del rey,54,5QWex1FyG3NhqIfJsJUqxj,158653,blue velvet
5hW4L92KnC6dX9t7tYM4Ve,joni mitchell,54,11dUk8E2z8Oj1JURwl7GJd,182906,carey
10duXbKJkvdGK5RgktEnxV,julie byrne,54,7jmHYnmtMPEfKQpDbFJcJw,239046,natural blue
4DWnSG0RYPAds8EIKY26q3,blue stahli,54,1Ekb2XIjYBBWiZ4tge6r7o,265434,ultranumb
5hW4L92KnC6dX9t7tYM4Ve,joni mitchell,54,0DAmSYQW9kq9gQNDI002KP,245040,river
6XlV5geX7LvRcoeBnItw2I,brian fresco,54,0UrcVq0hS7LhBBHL4KH9BT,241806,higher
2dLSvv3LuVtMdGeTwzgcTu,chris ayer,54,0iUtAP1ebRQTW26Nk6mVpV,196157,stay another night
65OtBLtkrifQrdTlKI90IR,elijah blake,54,3fpPprOXeJcnD4YEAMvWii,190242,black & blue
5vngPClqofybhPERIqQMYd,george strait,54,59MIR30ATtW8kTaX3SCpq0,174866,blue clear sky
0kbYTNQb4Pb1rPbbaF0pT4,miles davis,54,5o3DSHw1ORhM3lWxqGRvEf,692746,all blues
6pDRa5fS3myWSP0fpIUcNl,evans blue,54,5g0hXvfKYYZrEdnoCn1QQc,228328,destroy the obvious
0daugAjUgbJSqdlyYNwIbT,vicetone,54,43igNXZ6iv1VRE7CUwM0Nb,163520,i'm on fire
5rSXSAkZ67PYJSvpUpkOr7,backstreet boys,54,1mxTCArq9EhSg4QPGqhjhT,204800,the call
6cN5TvotJoRbhYHoCHw8BI,smoke trees,54,1U3nc3GtOayqmzQFJ9fnsu,87750,trippin
6kACVPfCOnqzgfEF5ryl0x,johnny cash,54,0Avmi9t3sOcaGSs1DSbgDg,173333,folsom prison blues
4LLpKhyESsyAXpc4laK94U,mac miller,54,2Y0kKL90NsxMNAHqvTuhps,197559,frick park market
6cN5TvotJoRbhYHoCHw8BI,smoke trees,53,54lQt6D8bhZTYFP7WS4Tar,141000,maceio
59QxeZBL6k9L4oJBGSyukd,the marshall tucker band,53,4delgtiKX7L3nsbC0exhCS,236466,fire on the mountain
6roFdX1y5BYSbp60OTJWMd,tim mcgraw,53,2R0eqSxBNxlKmfLjAwaj0C,235280,when the stars go blue
7CQwac16i1W5ej8YpuL3dv,boyce avenue,53,4fnZAUwB3T95bQh5PMFUsv,255004,castle on the hill
7CQwac16i1W5ej8YpuL3dv,boyce avenue,53,7ePOyfWkijV8Uf0TzrAwLF,192000,on my mind (feat. jacob whitesides)
3z6Gk257P9jNcZbBXJNX5i,regina spektor,53,4HnS7CZWjd8PTQZkh3E1ai,211773,blue lips
0aeLcja6hKzb7Uz2ou7ulP,noah and the whale,53,1OtgKfkArIaanXT140hSmQ,247733,blue skies
0niJkG4tKkne3zwr7I8n9n,finger eleven,53,3JdtnzG1qxSugpXwNuoo9v,201466,drag you down
5W5bDNCqJ1jbCgTxDD0Cb3,willie nelson,53,2uRVPeQbsEpRQD0DKr1WTo,138600,blue eyes crying in the rain
3HiuzBlSW7pGDXlSFMhO2g,young dolph,53,4y2YArK92kphqmOz36mB2B,188029,choppa on the couch
3hZ5sdhYTvgrmXIwtVwqmS,j.j. johnson,53,4ziNEnmyNT3AJL98nfXr0D,548240,blue trombone
0kbYTNQb4Pb1rPbbaF0pT4,miles davis,53,0tUq1zaYNoV6ZiYRU2bjqf,589200,on green dolphin street
7mnBLXK823vNxN3UWB7Gfz,the black keys,53,2gxnODNtIvc2qdlEVuV1iR,255946,bullet in the brain
0epOFNiUfyON9EYx7Tpr6V,the strokes,53,3kKb3U3a8jmUJQB9ypE1Jl,187152,under control
7mEIug7XUlQHikrFxjTWes,neil diamond,53,1K1nzhbKCNmrNXi9B07mPF,217533,forever in blue jeans
3WrFJ7ztbogyGnTHbHJFl2,the beatles,53,7rgUYidQh5tH0YlXCoKaYJ,181346,you really got a hold on me - remastered
1UTPBmNbXNTittyMJrNkvw,blake shelton,53,7haN4XreV4WkoBQmkYM709,211066,drink on it
1HBjj22wzbscIZ9sEb5dyf,jonas blue,53,5AFMjlqAA0skXGqZHGZDxt,191206,perfect strangers - acoustic
3RMHexittaAZkf8zukkZB8,trevor hall,53,7A4JGwI9MyzDk1Ifx8uFq1,211893,well i say. . .
0xTcxl35DKXUeYRWqY10w6,peewee longway,53,6cUTZnDarVMD7EBgCj97YW,199300,rerocc
3OftZbLfcqulxWNZMX8zLI,wade bowen,53,4R04Mu4CANunY7VQdhBLU9,275122,who i am
27w1NoOLMX7tJMYqcetPyG,vic mensa,53,1TpeT2PWnAv9NDbqK1qy6J,286386,shades of blue
4tOVIRjlWWfR1RrAxyRqTE,chromatics,53,7sReVMQAn2dkBi0l9Es5Tv,245133,i'm on fire
7dLkuQHF2ijbK6jiLFyIWM,swmrs,53,4pzI8SApuiCnpabEU1f6m4,185080,palm trees
4LLpKhyESsyAXpc4laK94U,mac miller,53,4Y6jRurnbV4h8nv0W2zGCa,213303,of the soul
0gadJ2b9A4SKsB1RFkBb66,passenger,53,2sa9U03JcygLZLSWdVZ7vb,253160,heart's on fire
16zAiqqDsHkJ3UPqS9vQiu,damian syslo,53,3BSNI7mulL0lj2ryM0AYLT,215695,blue moon
3hTffafUYLLgO4yuPAxb5U,lenin ramírez,53,3CfSS20rhCGYdjJSbt5qCz,198666,el blue
4EVpmkEwrLYEg6jIsiPMIb,fleet foxes,52,2dFEB7VbBPZzhb2LqIBZbH,185293,blue spotted tail
3TlZLU8gQBrjTGJlLLDruk,eklo,52,7bOS3Ej93Log3vVIUgcVfT,238823,blue
4RfBlA11cOGgcaraoUduGR,leigh watershed,52,4LO0r1QpapI1fkczt6vPn6,164869,blue moon
2ye2Wgw4gimLv2eAKyk1NB,metallica,52,38azNLH2JwH4j8zidhY3Po,495016,halo on fire
6CcuPHBAjZtCPeOtLAsc1Y,zoran tadic,52,1gBbH0RjC9Itjj6vinWhfB,126521,like trees planted near water
4l1cKWYW591xnwEGxpUg3J,miike snow,52,2cOCunrzyHVpTrTwSIKRbt,219733,black & blue
3tqosLbNFNekyZyO2KJ6qd,mike sherm,52,4Mrf7VALftu8MUqUWCJ7KO,198160,blue faces
7mnBLXK823vNxN3UWB7Gfz,the black keys,52,0MV8NQXGDMR0EKX314JlN9,228120,year in review
5EDkJDlRNcMs3ewliB24QA,lo-fang,52,1XJFmxQTm4cOQrXEhArm6Q,217840,boris
5CdJjUi9f0cVgo9nFuJrFa,adventure club,52,2rmUQlv2HYzvLpU88PQ9qB,210364,dreams (feat. elea)
64tNsm6TnZe2zpcMVMOoHL,alice in chains,52,4oI2qtjY1QHJ7NpYuid5KB,283173,your decision
1NU9Em6e8dDo36Js6nEo3t,a rocket to the moon,52,5j929KlzL6RcXeX2LD4dgl,220013,baby blue eyes
0spHbv2fw49lDMkbOAdaqX,wwe,52,6hQWATY8iVBKq0Q4dtikAz,126067,black and blue (smackdown)
78sJswwVn4P8aEhkF4K6fQ,hyolyn,52,0CPWIY1etGeJLg12CAuP4n,203057,blue moon (prod. groovyroom)
2pdvghEHZJtgSXZ7cvNLou,"crosby, stills & nash",52,2Jf0PGy9NzR1PTXvRFfaoE,444053,suite: judy blue eyes
3vDUJHQtqT3jFRZ2ECXDTi,lloyd banks,52,0B2ZuTLZnWQ6gz8RlNwBu1,187280,on fire
43ZHCT0cAZBISjO8DG9PnE,elvis presley,52,3QiAAp20rPC3dcAtKtMaqQ,129173,blue christmas
2XMpXAQ0B1J95en60YGE3V,chaim,52,6R8xM8XygRJMHfeQMNujJs,430907,blue shadow - original mix
5uUIZ5FnQjqfOamzj0yK3h,jordan depaul,52,1yyXmUb99vQ1BI1ee9gkFh,228787,brighter shade of blue
1eOmGaF7cvbx9hw6rgBqYO,peals,52,16QJQ7spceuHySLFBelwdk,288493,blue elvis
1hzfo8twXdOegF3xireCYs,milky chance,52,2lHJmKHN768UkN39rp7Z7Y,297320,cold blue rain
2bGK38Qvf603fcckzUYYui,whitey morgan and the 78's,52,295PtgpB1Cx03atsL6vicT,196680,i'm on fire
5rOjuB5uYAoDMHgZM6CFBB,mat kerekes,52,75eee6tifD7dOVJW0nOMe7,221002,my lucky #3
7cNNNhdJDrt3vgQjwSavNf,memphis may fire,52,1Zdvna9Q67V5kygdO9I0im,203560,carry on
7hJcb9fa4alzcOq3EaNPoG,snoop dogg,52,2TgPHDU8zPgAvkSLXkHKXR,284653,vato
0Uo6kyjrbQoZBlcXsMb8Vm,field mob,52,0Uc706myy6Th7I6KQ9xA1x,216000,so what
7ML9AQvVVE3c5m0sx1PlmP,being as an ocean,52,7sMlrZuVBhtIOzZOtH6fOw,255590,black & blue
4EzkuveR9pLvDVFNx6foYD,james bay,52,3wn7gh5nm7v5CHNp7Gdp8j,239720,when we were on fire - the dark of the morning version
3CjlHNtplJyTf9npxaPl5w,chvrches,52,3aUfWeMesfVs2niopKjNxV,233769,clearest blue
22WZ7M8sxp5THdruNY3gXt,the doors,52,2g3JAKjKruTL40VffoGLmg,130800,blue sunday
10Z7WzKMeIdNBKexi1YarP,fame on fire,52,3SwKGhZmLgMi9TdBrfigjj,300759,hello
3DiDSECUqqY1AuBP8qtaIa,alicia keys,52,1wPW7Ux4srJ8ugwXiHIP80,239146,tears always win
6uothxMWeLWIhsGeF7cyo4,enya,52,6NPRY1ZAXAncs4tO7ZjpKC,214466,pale grass blue
6pDRa5fS3myWSP0fpIUcNl,evans blue,52,5xetBdYzklZ71hbHjXb4Zf,222048,beyond the stars
5hIClg6noTaCzMu2s5wp4f,carl perkins,52,7bglJCaprPQTfDfovdJS2h,138960,blue suede shoes
6uothxMWeLWIhsGeF7cyo4,enya,52,31TAub5WKWEsVTJcdksxq7,239600,caribbean blue
3WGpXCj9YhhfX11TToZcXP,troye sivan,52,5xCkjdBL9jWykDmwIQRzFE,212996,wild - xxyyxx remix
6cN5TvotJoRbhYHoCHw8BI,smoke trees,52,3jbzWRYlx6caCBBkdTbk8o,131906,insatiable
0epOFNiUfyON9EYx7Tpr6V,the strokes,52,0dy6iXYIF0piirySAzCBwF,185434,the end has no end
0lQMSQ5PpxJTiBZZFmpUo1,focusity,51,53u4yrxi7hNySzu1oOxYMi,92215,sound of trees
3DiDSECUqqY1AuBP8qtaIa,alicia keys,51,24lEIdWXVJiEZ2IOCU0T9b,245026,that's when i knew
5lkiCO9UQ8B23dZ1o0UV4m,jackson browne,51,6eGOHPcCIUhrtlWgKfNiaY,367359,sky blue and black
6cN5TvotJoRbhYHoCHw8BI,smoke trees,51,5j03oiICQnoRlB5rpEqGIh,75000,homeless
1TJbmc7jTpw78GKCiMpvDh,blue october,51,5BqW7B2eS98AlUAwW7EFLp,239506,calling you
3DiDSECUqqY1AuBP8qtaIa,alicia keys,51,0qGeOcsFxUBOZWjH1IhbJA,79080,de novo adagio (intro)
10Z7WzKMeIdNBKexi1YarP,fame on fire,51,5ird1QLXhWaZNIUzGymhUW,122465,black beatles
6TcnmlCSxihzWOQJ8k0rNS,third eye blind,51,06iQLLK93Dlv7RcvzmZo2g,250533,deep inside of you - 2008 version
4mxWe1mtYIYfP040G38yvS,alan jackson,51,5JkGBzxQ6qqf6MSzuLnjV2,148973,"tall, tall trees"
0LhotT6TyZgkzuLSd6pspG,juan rios,51,7HdmucPmd2JOvRsT9BPqav,167018,pine trees
6cN5TvotJoRbhYHoCHw8BI,smoke trees,51,2UuUpIXRUR2SHm0duBnZXh,123000,places
0RpddSzUHfncUWNJXKOsjy,neon trees,51,4DJLcyfnyEGlUejAEAX4az,222560,1983
79JJCxCCfJ8HufX6w8q2k4,damien jurado,51,5V4NlIfbLfR5c8U9330HY8,256173,sheets
6lWQ8ff0y4b0fozjUcmvaJ,gabriel black,51,4A20gXSlQQmJ8Xtoxljvzj,203220,pine trees
43ZHCT0cAZBISjO8DG9PnE,elvis presley,51,5nP6bZZpeT9hbtvePmy9ko,173266,moody blue
159qqlGwzE04xyqpfAwRLo,parkway drive,51,5fwwWmgreaDgfmLxqOdF8f,229173,karma
1X93CiijNCFQa4o17hLwI3,slow meadow,51,0kptgDpHdAF5AKs1Kpkiri,314750,blue aubade
7mnBLXK823vNxN3UWB7Gfz,the black keys,51,4pdxEaljHc3pyiGAipOK2z,190720,it's up to you now
5LhTec3c7dcqBvpLRWbMcf,madlib,51,5mUNFqUbA1bY9l1qT9tyHT,238506,distant land
48nwxUvPJZkm8uPa7xMzmj,"bobby ""blue"" bland",51,4qYHnP5AmKzXbJhciPV8si,233560,ain't no love in the heart of the city - single version
5ujrA1eZLDHR7yQ6FZa2qA,vera blue,51,6vITFXjXN3i1VwWI1iv3fc,246147,hold
3bLSAQPeix7Xm2e5Gtn48R,the steeldrivers,51,757S467W1kCc0ZUCRwXmA2,208413,blue side of the mountain
7mnBLXK823vNxN3UWB7Gfz,the black keys,51,7ctca1Hz43SyMcI4qUrpY7,217120,waiting on words
0JDkhL4rjiPNEp92jAgJnS,roy orbison,51,26p6GNIQfv9koDVD4rTouu,149426,blue bayou
7mnBLXK823vNxN3UWB7Gfz,the black keys,51,0zo4T5c5VV42554ySEc5J6,180173,gotta get away
1VcbchGlIfo3Gylxc3F076,cold chisel,51,4u49WWoLdQlsd0OsQ4FKAB,264373,flame trees
3GjVVVcFmUgEJEAAsbGkf4,trampled by turtles,51,7z6pDIQFv510mRKfyEjHR1,189474,codeine
4MXUO7sVCaFgFjoTI5ox5c,sufjan stevens,51,34oRN9NqGLPCrnC7SGrLZa,285466,blue bucket of gold
5rOjuB5uYAoDMHgZM6CFBB,mat kerekes,51,2gofGCR3t7pw9AxaXjuXxW,170306,direction
7JPPLV24jlpVoHz5dHN6pR,dream girl,51,7mgI1HLrLMlIHL3wzotbyM,234968,teenage blue
15N5DisBnHVLJZRvMNMOez,secret weapons,51,2jor1ztZ0zTwpDyP7GJAg0,236333,my blue heaven
0Q2Tc5yZFJpumLMc7Yz4e4,tomppabeats,50,1N5PctmLYBc68DFqil8Ig9,63296,trees
5PqyUCb74JCPduh1k69CKB,silver trees,50,4hhnby0ACYDu0cCMenkcmw,199134,paper hearts (feat. bailey jehl)
5MPWTD6J1H9XqYEOb4QkdH,john moreland,50,7Blrv4fr8DwRcytz8qrvtW,237373,sallisaw blue
1TJbmc7jTpw78GKCiMpvDh,blue october,50,4ChdLsuadEtrpomCKiXmQf,247462,home
711MCceyCBcFnzjGY4Q7Un,ac/dc,50,4K3ReloaWQZmMz6jrLQ34V,214173,skies on fire
41Q0HrwWBtuUkJc7C1Rp6K,311,50,6nFN8XceKhxfJeSzhptUVA,176906,'til the city's on fire
1moxjboGR7GNWYIMWsRjgG,florence + the machine,50,7GlwvJ8iAbCEfZjGq3iwmZ,334817,"how big, how blue, how beautiful"
3PHaIWt6GCFP2s0bQVHj6M,canon blue,50,4HNJhQH7sR6RESK4E2F2t1,231498,beholden
7gP3bB2nilZXLfPHJhMdvc,foster the people,50,5FCVGQR6hEjneW8vPpeCk7,309880,goats in trees
728YMd5rIL5FkGaRLNdAv8,a dancing beggar,50,7bGxAUuw2xydmYkky8W7Nw,225882,skinny trees
6vtrF3UZB0KO6Q2sngBei3,phenôm,50,56my4QglViCMVWdDZa893z,231575,palm trees (feat. emilia ali)
5CdJjUi9f0cVgo9nFuJrFa,adventure club,50,6D1kEYqdY4D3okAOfeKouI,244610,limitless (feat. delaney jane)
6pDRa5fS3myWSP0fpIUcNl,evans blue,50,2uU3O5BpNnOAN7RIvsPT41,193720,say it
3QqJ1L8cWsPFZ1YDPpUmvG,gemini,50,1AaydAZeJaIWptSLaHR9u1,316266,blue
1o2NpYGqHiCq7FoiYdyd1x,bea miller,50,5yMw5BFXdKtbrSSUk1Qroi,195533,open your eyes (deep blue songspell)
6O7MpKrY91vlCd4Osi6XKs,black veil brides,50,1rgPXmgq1rOwglSwaTrq9S,224573,fallen angels
1HBjj22wzbscIZ9sEb5dyf,jonas blue,50,3SKtdLILoiMMNy9Wnk3Mi9,197689,don't call it love
3KedxarmBCyFBevnqQHy3P,jessie reyez,50,0usNKTkmarDhxXsz4f2gmq,155266,blue ribbon
738wLrAtLtCtFOLvQBXOXp,major lazer,50,4LjKV1EfGVEzjZS6iGKEOP,199146,jet blue jet
3DiDSECUqqY1AuBP8qtaIa,alicia keys,50,2rMreweJkDadtWMOEv1w67,242693,new day
6biWAmrHyiMkX49LkycGqQ,thin lizzy,50,2uLx3Gka9TGCz9Zgu7Uwav,345186,whiskey in the jar
5cudslRGWg0GsXaN79Wifs,town mountain,50,3xSdEH8yjB0hiCcj9CG0xR,213826,i'm on fire
10Z7WzKMeIdNBKexi1YarP,fame on fire,50,41gfbN8HW3g9ZKxt24C480,211539,black widow (feat. twiggy)
1AgxgADPuRIW1wyaA4OKcB,tom rosenthal,50,3MofCU9Nvy0OAedIzrurcV,168466,for you to be here
01QTIT5P1pFP3QnnFSdsJf,lupe fiasco,50,4IU33qQwEkfP7rxlPc73UA,572546,"chopper (feat. billy blue, buk of psychodrama, trouble, trae tha truth, fam lay & glasses malone)"
1moxjboGR7GNWYIMWsRjgG,florence + the machine,50,4ZkGNzavB3e5mPpEP8HUjB,307347,queen of peace
10Z7WzKMeIdNBKexi1YarP,fame on fire,49,0RF1gbstmvYLLM7Emjxezx,177600,heavy (feat. rain paris)
53RsXctnNmj9oKXvcbvzI2,alexisonfire,49,6hKnIY2Ssrmqw2TYXW0K5e,243466,this could be anywhere in the world
0epOFNiUfyON9EYx7Tpr6V,the strokes,49,08l9WKDuRyGeStQ9ojTlFh,176160,meet me in the bathroom
6O7MpKrY91vlCd4Osi6XKs,black veil brides,49,3ItCQd3vvharrdNrBzZuIY,237173,rebel love song
0epOFNiUfyON9EYx7Tpr6V,the strokes,49,7eX5SypK35V8Y9d9pS6rWy,161100,i can't win
2vVT4qoxWje0gVD2FiWZ4u,jeff bernat,49,4m5HKGwULoA0SvhaXiDMPR,215125,call you mine (feat. geologic of the blue scholars)
0epOFNiUfyON9EYx7Tpr6V,the strokes,49,5OmumaYiHYXUsYZPGLFTYJ,196347,between love & hate
7wGrLSB3v7jkV3fSsjYwtv,born ruffians,49,2R0y7UJEqS7ltOC2LZAGKj,270120,foxes mate for life
4wnzivx3OQ3vjrySAdTdJP,ron carter,49,1aScbLgIXdvopADfbla929,404026,light blue
2JRvXPGWiINrnJljNJhG5s,the meters,49,0BRETWVsgLUOyuw1GQdhiG,250066,fire on the bayou
