rank,song_name,week,main_artist_name
11,Stay,2017-07-22,zedd
12,Mask Off,2017-07-22,future
13,Something Just Like This,2017-07-22,the chainsmokers
14,There's Nothing Holdin' Me Back,2017-07-22,shawn mendes
15,Attention,2017-07-22,charlie puth
16,Redbone,2017-07-22,childish gambino
17,XO TOUR Llif3,2017-07-22,lil uzi vert
18,Now Or Never,2017-07-22,halsey
19,Issues,2017-07-22,julia michaels
20,Say You Won't Let Go,2017-07-22,james arthur
21,It Ain't Me,2017-07-22,kygo
22,Slow Hands,2017-07-22,niall horan
23,Castle On The Hill,2017-07-22,ed sheeran
24,Location,2017-07-22,khalid
25,Bad Liar,2017-07-22,selena gomez
26,Feels,2017-07-22,calvin harris
27,2U,2017-07-22,david guetta
28,Strip That Down,2017-07-22,liam payne
29,Slippery,2017-07-22,migos
30,Magnolia,2017-07-22,playboi carti
31,Malibu,2017-07-22,miley cyrus
32,Slide,2017-07-22,calvin harris
33,Rolex,2017-07-22,ayo
34,iSpy,2017-07-22,kyle
35,Everyday We Lit,2017-07-22,yfn lucci
36,Closer,2017-07-22,the chainsmokers
37,In Case You Didn't Know,2017-07-22,brett young
38,Bad And Boujee,2017-07-22,migos
39,Craving You,2017-07-22,thomas rhett
40,24K Magic,2017-07-22,bruno mars
41,Drowning,2017-07-22,a boogie wit da hoodie
42,DNA.,2017-07-22,kendrick lamar
43,My Girl,2017-07-22,dylan scott
44,Swalla,2017-07-22,jason derulo
45,The Fighter,2017-07-22,keith urban
46,Hurricane,2017-07-22,luke combs
47,Goosebumps,2017-07-22,travis scott
48,T-Shirt,2017-07-22,migos
49,First Day Out,2017-07-22,tee grizzley
50,The Cure,2017-07-22,lady gaga
51,Passionfruit,2017-07-22,drake
52,"God, Your Mama, And Me",2017-07-22,florida georgia line
53,Crying In The Club,2017-07-22,camila cabello
54,Signs,2017-07-22,drake
55,Tunnel Vision,2017-07-22,kodak black
56,Versace On The Floor,2017-07-22,bruno mars
57,Every Time I Hear That Song,2017-07-22,blake shelton
58,Drinkin' Problem,2017-07-22,midland
59,Thunder,2017-07-22,imagine dragons
60,Small Town Boy,2017-07-22,dustin lynch
61,Felices Los 4,2017-07-22,maluma
62,Do I Make You Wanna,2017-07-22,billy currington
63,It's A Vibe,2017-07-22,2 chainz
64,1-800-273-8255,2017-07-22,logic
65,4 AM,2017-07-22,2 chainz
66,Privacy,2017-07-22,chris brown
67,Flatliner,2017-07-22,cole swindell
68,You Look Good,2017-07-22,lady antebellum
69,Love.,2017-07-22,kendrick lamar
70,Mi Gente,2017-07-22,j balvin
71,Love Galore,2017-07-22,sza
72,Loyalty.,2017-07-22,kendrick lamar
73,Sign Of The Times,2017-07-22,harry styles
74,No Such Thing As A Broken Heart,2017-07-22,old dominion
75,Yours If You Want It,2017-07-22,rascal flatts
76,Rollin,2017-07-22,calvin harris
77,No Complaints,2017-07-22,metro boomin
78,Rake It Up,2017-07-22,yo gotti
79,What Ifs,2017-07-22,kane brown
80,Weak,2017-07-22,ajr
81,Feel It Still,2017-07-22,portugal. the man
82,No Promises,2017-07-22,cheat codes
83,Somebody Else Will,2017-07-22,justin moore
84,Escapate Conmigo,2017-07-22,wisin
85,Bodak Yellow (Money Moves),2017-07-22,cardi b
86,Down,2017-07-22,fifth harmony
87,Who Dat Boy,2017-07-22,tyler
88,Swish Swish,2017-07-22,katy perry
89,Heartache On The Dance Floor,2017-07-22,jon pardi
90,Portland,2017-07-22,drake
91,Reminder,2017-07-22,the weeknd
92,Most Girls,2017-07-22,hailee steinfeld
93,Butterfly Effect,2017-07-22,travis scott
94,El Amante,2017-07-22,nicky jam
95,Losin Control,2017-07-22,russ
96,Element.,2017-07-22,kendrick lamar
97,It Ain't My Fault,2017-07-22,brothers osborne
98,Crew,2017-07-22,goldlink
99,Extra Luv,2017-07-22,future
100,How Not To,2017-07-22,dan + shay
1,Despacito,2017-07-29,luis fonsi
2,Wild Thoughts,2017-07-29,dj khaled
3,I'm The One,2017-07-29,dj khaled
4,That's What I Like,2017-07-29,bruno mars
5,Shape Of You,2017-07-29,ed sheeran
6,Humble.,2017-07-29,kendrick lamar
7,Believer,2017-07-29,imagine dragons
8,There's Nothing Holdin' Me Back,2017-07-29,shawn mendes
9,Unforgettable,2017-07-29,french montana
10,Body Like A Back Road,2017-07-29,sam hunt
11,Congratulations,2017-07-29,post malone
12,Stay,2017-07-29,zedd
13,Attention,2017-07-29,charlie puth
14,Redbone,2017-07-29,childish gambino
15,Something Just Like This,2017-07-29,the chainsmokers
16,XO TOUR Llif3,2017-07-29,lil uzi vert
17,Now Or Never,2017-07-29,halsey
18,Mask Off,2017-07-29,future
19,Slow Hands,2017-07-29,niall horan
20,Issues,2017-07-29,julia michaels
21,Say You Won't Let Go,2017-07-29,james arthur
22,It Ain't Me,2017-07-29,kygo
23,The Story Of O.J.,2017-07-29,jay-z
24,Castle On The Hill,2017-07-29,ed sheeran
25,Praying,2017-07-29,kesha
26,Location,2017-07-29,khalid
27,Bad Liar,2017-07-29,selena gomez
28,Strip That Down,2017-07-29,liam payne
29,Magnolia,2017-07-29,playboi carti
30,Feels,2017-07-29,calvin harris
31,Malibu,2017-07-29,miley cyrus
32,2U,2017-07-29,david guetta
33,Bank Account,2017-07-29,21 savage
34,Slippery,2017-07-29,migos
35,4:44,2017-07-29,jay-z
36,Everyday We Lit,2017-07-29,yfn lucci
37,Closer,2017-07-29,the chainsmokers
38,In Case You Didn't Know,2017-07-29,brett young
39,iSpy,2017-07-29,kyle
40,Rolex,2017-07-29,ayo
41,Craving You,2017-07-29,thomas rhett
42,Drowning,2017-07-29,a boogie wit da hoodie
43,Bad And Boujee,2017-07-29,migos
44,My Girl,2017-07-29,dylan scott
45,Slide,2017-07-29,calvin harris
46,DNA.,2017-07-29,kendrick lamar
47,Bam,2017-07-29,jay-z
48,24K Magic,2017-07-29,bruno mars
49,Felices Los 4,2017-07-29,maluma
50,Hurricane,2017-07-29,luke combs
51,Family Feud,2017-07-29,jay-z
52,Sorry Not Sorry,2017-07-29,demi lovato
53,Mi Gente,2017-07-29,j balvin
54,Small Town Boy,2017-07-29,dustin lynch
55,Kill Jay Z,2017-07-29,jay-z
56,Smile,2017-07-29,jay-z
57,Versace On The Floor,2017-07-29,bruno mars
58,Do I Make You Wanna,2017-07-29,billy currington
59,First Day Out,2017-07-29,tee grizzley
60,Drinkin' Problem,2017-07-29,midland
61,1-800-273-8255,2017-07-29,logic
62,Love Galore,2017-07-29,sza
63,Caught Their Eyes,2017-07-29,jay-z
64,It's A Vibe,2017-07-29,2 chainz
65,Swalla,2017-07-29,jason derulo
66,Most Girls,2017-07-29,hailee steinfeld
67,Passionfruit,2017-07-29,drake
68,Rake It Up,2017-07-29,yo gotti
69,"God, Your Mama, And Me",2017-07-29,florida georgia line
70,Thunder,2017-07-29,imagine dragons
71,Crying In The Club,2017-07-29,camila cabello
72,Escapate Conmigo,2017-07-29,wisin
73,No Such Thing As A Broken Heart,2017-07-29,old dominion
74,Loyalty.,2017-07-29,kendrick lamar
75,Flatliner,2017-07-29,cole swindell
76,4 AM,2017-07-29,2 chainz
77,Privacy,2017-07-29,chris brown
78,Bodak Yellow (Money Moves),2017-07-29,cardi b
79,Every Time I Hear That Song,2017-07-29,blake shelton
80,Feel It Still,2017-07-29,portugal. the man
81,Yours If You Want It,2017-07-29,rascal flatts
82,Love.,2017-07-29,kendrick lamar
83,Signs,2017-07-29,drake
84,The Cure,2017-07-29,lady gaga
85,What Ifs,2017-07-29,kane brown
86,Moonlight,2017-07-29,jay-z
87,You Look Good,2017-07-29,lady antebellum
88,No Promises,2017-07-29,cheat codes
89,Glorious,2017-07-29,macklemore
90,Marcy Me,2017-07-29,jay-z
91,Get Low,2017-07-29,zedd
92,Fetish,2017-07-29,selena gomez
93,Somebody Else Will,2017-07-29,justin moore
94,Famous,2017-07-29,21 savage
95,Weak,2017-07-29,ajr
96,Heartache On The Dance Floor,2017-07-29,jon pardi
97,Butterfly Effect,2017-07-29,travis scott
98,Crew,2017-07-29,goldlink
99,Reminder,2017-07-29,the weeknd
100,Element.,2017-07-29,kendrick lamar
1,Despacito,2017-08-05,luis fonsi
2,Wild Thoughts,2017-08-05,dj khaled
3,That's What I Like,2017-08-05,bruno mars
4,I'm The One,2017-08-05,dj khaled
5,Unforgettable,2017-08-05,french montana
6,Shape Of You,2017-08-05,ed sheeran
7,Believer,2017-08-05,imagine dragons
8,There's Nothing Holdin' Me Back,2017-08-05,shawn mendes
9,Body Like A Back Road,2017-08-05,sam hunt
10,Attention,2017-08-05,charlie puth
11,Humble.,2017-08-05,kendrick lamar
12,Congratulations,2017-08-05,post malone
13,Redbone,2017-08-05,childish gambino
14,Stay,2017-08-05,zedd
15,Something Just Like This,2017-08-05,the chainsmokers
16,XO TOUR Llif3,2017-08-05,lil uzi vert
17,Now Or Never,2017-08-05,halsey
18,Mask Off,2017-08-05,future
19,Slow Hands,2017-08-05,niall horan
20,Say You Won't Let Go,2017-08-05,james arthur
21,It Ain't Me,2017-08-05,kygo
22,Castle On The Hill,2017-08-05,ed sheeran
23,Sorry Not Sorry,2017-08-05,demi lovato
24,Location,2017-08-05,khalid
25,Strip That Down,2017-08-05,liam payne
26,Feels,2017-08-05,calvin harris
27,Fetish,2017-08-05,selena gomez
28,Issues,2017-08-05,julia michaels
29,Magnolia,2017-08-05,playboi carti
30,Bad Liar,2017-08-05,selena gomez
31,Malibu,2017-08-05,miley cyrus
32,2U,2017-08-05,david guetta
33,Everyday We Lit,2017-08-05,yfn lucci
34,Bank Account,2017-08-05,21 savage
35,Slippery,2017-08-05,migos
36,Closer,2017-08-05,the chainsmokers
37,In Case You Didn't Know,2017-08-05,brett young
38,Drowning,2017-08-05,a boogie wit da hoodie
39,My Girl,2017-08-05,dylan scott
40,Praying,2017-08-05,kesha
41,Rake It Up,2017-08-05,yo gotti
42,Mi Gente,2017-08-05,j balvin
43,Rolex,2017-08-05,ayo
44,Craving You,2017-08-05,thomas rhett
45,Bad And Boujee,2017-08-05,migos
46,iSpy,2017-08-05,kyle
47,Versace On The Floor,2017-08-05,bruno mars
48,Felices Los 4,2017-08-05,maluma
49,Bodak Yellow (Money Moves),2017-08-05,cardi b
50,24K Magic,2017-08-05,bruno mars
51,DNA.,2017-08-05,kendrick lamar
52,Small Town Boy,2017-08-05,dustin lynch
53,Love Galore,2017-08-05,sza
54,Drinkin' Problem,2017-08-05,midland
55,1-800-273-8255,2017-08-05,logic
56,It's A Vibe,2017-08-05,2 chainz
57,Do I Make You Wanna,2017-08-05,billy currington
58,Most Girls,2017-08-05,hailee steinfeld
59,Thunder,2017-08-05,imagine dragons
60,Butterfly Effect,2017-08-05,travis scott
61,4:44,2017-08-05,jay-z
62,Loyalty.,2017-08-05,kendrick lamar
63,Feel It Still,2017-08-05,portugal. the man
64,No Such Thing As A Broken Heart,2017-08-05,old dominion
65,What Ifs,2017-08-05,kane brown
66,Flatliner,2017-08-05,cole swindell
67,You Look Good,2017-08-05,lady antebellum
68,No Promises,2017-08-05,cheat codes
69,First Day Out,2017-08-05,tee grizzley
70,Escapate Conmigo,2017-08-05,wisin
71,Yours If You Want It,2017-08-05,rascal flatts
72,The Story Of O.J.,2017-08-05,jay-z
73,Crying In The Club,2017-08-05,camila cabello
74,Passionfruit,2017-08-05,drake
75,A Lie,2017-08-05,french montana
76,Privacy,2017-08-05,chris brown
77,Love.,2017-08-05,kendrick lamar
78,Down,2017-08-05,fifth harmony
79,Swalla,2017-08-05,jason derulo
80,"God, Your Mama, And Me",2017-08-05,florida georgia line
81,Heartache On The Dance Floor,2017-08-05,jon pardi
82,Crew,2017-08-05,goldlink
83,4 AM,2017-08-05,2 chainz
84,Somebody Else Will,2017-08-05,justin moore
85,Every Time I Hear That Song,2017-08-05,blake shelton
86,Jerika,2017-08-05,jake paul
87,The Cure,2017-08-05,lady gaga
88,Signs,2017-08-05,drake
89,Whatever You Need,2017-08-05,meek mill
90,Reminder,2017-08-05,the weeknd
91,Young Dumb & Broke,2017-08-05,khalid
92,El Amante,2017-08-05,nicky jam
93,Weak,2017-08-05,ajr
94,It Ain't My Fault,2017-08-05,brothers osborne
95,Subeme La Radio,2017-08-05,enrique iglesias
96,Woman,2017-08-05,kesha
97,Rollin,2017-08-05,calvin harris
98,Element.,2017-08-05,kendrick lamar
99,Glorious,2017-08-05,macklemore
100,No Complaints,2017-08-05,metro boomin
1,Despacito,2017-08-12,luis fonsi
2,Wild Thoughts,2017-08-12,dj khaled
3,That's What I Like,2017-08-12,bruno mars
4,I'm The One,2017-08-12,dj khaled
5,Believer,2017-08-12,imagine dragons
6,Unforgettable,2017-08-12,french montana
7,Shape Of You,2017-08-12,ed sheeran
8,There's Nothing Holdin' Me Back,2017-08-12,shawn mendes
9,Attention,2017-08-12,charlie puth
10,Body Like A Back Road,2017-08-12,sam hunt
11,Congratulations,2017-08-12,post malone
12,Humble.,2017-08-12,kendrick lamar
13,Redbone,2017-08-12,childish gambino
14,Stay,2017-08-12,zedd
15,Something Just Like This,2017-08-12,the chainsmokers
16,Strip That Down,2017-08-12,liam payne
17,XO TOUR Llif3,2017-08-12,lil uzi vert
18,Slow Hands,2017-08-12,niall horan
19,Now Or Never,2017-08-12,halsey
20,Mask Off,2017-08-12,future
21,Bank Account,2017-08-12,21 savage
22,It Ain't Me,2017-08-12,kygo
23,Feels,2017-08-12,calvin harris
24,Say You Won't Let Go,2017-08-12,james arthur
25,Castle On The Hill,2017-08-12,ed sheeran
26,Sorry Not Sorry,2017-08-12,demi lovato
27,Location,2017-08-12,khalid
28,Bodak Yellow (Money Moves),2017-08-12,cardi b
29,2U,2017-08-12,david guetta
30,Mi Gente,2017-08-12,j balvin
31,Slippery,2017-08-12,migos
32,Rake It Up,2017-08-12,yo gotti
33,Magnolia,2017-08-12,playboi carti
34,Numb,2017-08-12,linkin park
35,Issues,2017-08-12,julia michaels
36,Everyday We Lit,2017-08-12,yfn lucci
37,In The End,2017-08-12,linkin park
38,Praying,2017-08-12,kesha
39,Closer,2017-08-12,the chainsmokers
40,Back To You,2017-08-12,louis tomlinson
41,Fetish,2017-08-12,selena gomez
42,Malibu,2017-08-12,miley cyrus
43,Drowning,2017-08-12,a boogie wit da hoodie
44,In Case You Didn't Know,2017-08-12,brett young
45,Heavy,2017-08-12,linkin park
46,Love Galore,2017-08-12,sza
47,The Fighter,2017-08-12,keith urban
48,Craving You,2017-08-12,thomas rhett
49,Small Town Boy,2017-08-12,dustin lynch
50,Rolex,2017-08-12,ayo
51,Whatever You Need,2017-08-12,meek mill
52,My Girl,2017-08-12,dylan scott
53,Versace On The Floor,2017-08-12,bruno mars
54,Bad Liar,2017-08-12,selena gomez
55,Feel It Still,2017-08-12,portugal. the man
56,Felices Los 4,2017-08-12,maluma
57,1-800-273-8255,2017-08-12,logic
58,Do I Make You Wanna,2017-08-12,billy currington
59,DNA.,2017-08-12,kendrick lamar
60,Drinkin' Problem,2017-08-12,midland
61,What's My Name,2017-08-12,china anne mcclain
62,It's A Vibe,2017-08-12,2 chainz
63,What Ifs,2017-08-12,kane brown
64,Loyalty.,2017-08-12,kendrick lamar
65,Butterfly Effect,2017-08-12,travis scott
66,No Such Thing As A Broken Heart,2017-08-12,old dominion
67,Flatliner,2017-08-12,cole swindell
68,No Promises,2017-08-12,cheat codes
69,Thunder,2017-08-12,imagine dragons
70,You Look Good,2017-08-12,lady antebellum
71,Escapate Conmigo,2017-08-12,wisin
72,Most Girls,2017-08-12,hailee steinfeld
73,Heartache On The Dance Floor,2017-08-12,jon pardi
74,Crew,2017-08-12,goldlink
75,Love.,2017-08-12,kendrick lamar
76,Somebody Else Will,2017-08-12,justin moore
77,Issues,2017-08-12,meek mill
78,Privacy,2017-08-12,chris brown
79,Wins & Losses,2017-08-12,meek mill
80,Passionfruit,2017-08-12,drake
81,It's Goin' Down,2017-08-12,descendants 2 cast
82,Young Dumb & Broke,2017-08-12,khalid
83,1942 Flows,2017-08-12,meek mill
84,First Day Out,2017-08-12,tee grizzley
85,Glorious,2017-08-12,macklemore
86,Swalla,2017-08-12,jason derulo
87,Yours If You Want It,2017-08-12,rascal flatts
88,4 AM,2017-08-12,2 chainz
89,"God, Your Mama, And Me",2017-08-12,florida georgia line
90,Down,2017-08-12,fifth harmony
91,Imitadora,2017-08-12,romeo santos
92,Subeme La Radio,2017-08-12,enrique iglesias
93,It Ain't My Fault,2017-08-12,brothers osborne
94,El Amante,2017-08-12,nicky jam
95,The Story Of O.J.,2017-08-12,jay-z
96,We Ball,2017-08-12,meek mill
97,F**k That Check Up,2017-08-12,meek mill
98,Signs,2017-08-12,drake
99,Heavy Heart,2017-08-12,meek mill
100,Reminder,2017-08-12,the weeknd
1,Despacito,2017-08-19,luis fonsi
2,Wild Thoughts,2017-08-19,dj khaled
3,Unforgettable,2017-08-19,french montana
4,That's What I Like,2017-08-19,bruno mars
5,Believer,2017-08-19,imagine dragons
6,I'm The One,2017-08-19,dj khaled
7,Attention,2017-08-19,charlie puth
8,There's Nothing Holdin' Me Back,2017-08-19,shawn mendes
9,Shape Of You,2017-08-19,ed sheeran
10,Body Like A Back Road,2017-08-19,sam hunt
11,Congratulations,2017-08-19,post malone
12,Redbone,2017-08-19,childish gambino
13,Humble.,2017-08-19,kendrick lamar
14,Bodak Yellow (Money Moves),2017-08-19,cardi b
15,Slow Hands,2017-08-19,niall horan
16,Strip That Down,2017-08-19,liam payne
17,Something Just Like This,2017-08-19,the chainsmokers
18,Bank Account,2017-08-19,21 savage
19,Stay,2017-08-19,zedd
20,XO TOUR Llif3,2017-08-19,lil uzi vert
21,Feels,2017-08-19,calvin harris
22,Now Or Never,2017-08-19,halsey
23,Mask Off,2017-08-19,future
24,It Ain't Me,2017-08-19,kygo
25,Say You Won't Let Go,2017-08-19,james arthur
26,Rake It Up,2017-08-19,yo gotti
27,Location,2017-08-19,khalid
28,Mi Gente,2017-08-19,j balvin
29,Castle On The Hill,2017-08-19,ed sheeran
30,Sorry Not Sorry,2017-08-19,demi lovato
31,Loyalty.,2017-08-19,kendrick lamar
32,Praying,2017-08-19,kesha
33,Slippery,2017-08-19,migos
34,Feel It Still,2017-08-19,portugal. the man
35,Magnolia,2017-08-19,playboi carti
36,Everyday We Lit,2017-08-19,yfn lucci
37,Love Galore,2017-08-19,sza
38,You Da Baddest,2017-08-19,future
39,Issues,2017-08-19,julia michaels
40,Drowning,2017-08-19,a boogie wit da hoodie
41,Fetish,2017-08-19,selena gomez
42,Small Town Boy,2017-08-19,dustin lynch
43,In Case You Didn't Know,2017-08-19,brett young
44,2U,2017-08-19,david guetta
45,Craving You,2017-08-19,thomas rhett
46,Versace On The Floor,2017-08-19,bruno mars
47,Do I Make You Wanna,2017-08-19,billy currington
48,What Ifs,2017-08-19,kane brown
49,Rolex,2017-08-19,ayo
50,Drinkin' Problem,2017-08-19,midland
51,No Promises,2017-08-19,cheat codes
52,1-800-273-8255,2017-08-19,logic
53,It's A Vibe,2017-08-19,2 chainz
54,Thunder,2017-08-19,imagine dragons
55,Malibu,2017-08-19,miley cyrus
56,Flatliner,2017-08-19,cole swindell
57,My Girl,2017-08-19,dylan scott
58,Felices Los 4,2017-08-19,maluma
59,No Such Thing As A Broken Heart,2017-08-19,old dominion
60,DNA.,2017-08-19,kendrick lamar
61,Butterfly Effect,2017-08-19,travis scott
62,Whatever You Need,2017-08-19,meek mill
63,Heartache On The Dance Floor,2017-08-19,jon pardi
64,Young Dumb & Broke,2017-08-19,khalid
65,Most Girls,2017-08-19,hailee steinfeld
66,Crew,2017-08-19,goldlink
67,Bad Liar,2017-08-19,selena gomez
68,Unforgettable,2017-08-19,thomas rhett
69,Somebody Else Will,2017-08-19,justin moore
70,You Look Good,2017-08-19,lady antebellum
71,Escapate Conmigo,2017-08-19,wisin
72,Love.,2017-08-19,kendrick lamar
73,Reminder,2017-08-19,the weeknd
74,Back To You,2017-08-19,louis tomlinson
75,Do Re Mi,2017-08-19,blackbear
76,Glorious,2017-08-19,macklemore
77,It's Goin' Down,2017-08-19,descendants 2 cast
78,Privacy,2017-08-19,chris brown
79,First Day Out,2017-08-19,tee grizzley
80,Down,2017-08-19,fifth harmony
81,Passionfruit,2017-08-19,drake
82,Swalla,2017-08-19,jason derulo
83,4 AM,2017-08-19,2 chainz
84,What's My Name,2017-08-19,china anne mcclain
85,When It Rains It Pours,2017-08-19,luke combs
86,It Ain't My Fault,2017-08-19,brothers osborne
87,They Don't Know,2017-08-19,jason aldean
88,Honest,2017-08-19,the chainsmokers
89,The Weekend,2017-08-19,sza
90,New Rules,2017-08-19,dua lipa
91,Subeme La Radio,2017-08-19,enrique iglesias
92,El Amante,2017-08-19,nicky jam
93,Wish I Knew You,2017-08-19,the revivalists
94,Every Little Thing,2017-08-19,carly pearce
95,"God, Your Mama, And Me",2017-08-19,florida georgia line
96,Heavy,2017-08-19,linkin park
97,Learn To Let Go,2017-08-19,kesha
98,All The Pretty Girls,2017-08-19,kenny chesney
99,For Her,2017-08-19,chris lane
100,Signs,2017-08-19,drake
1,Despacito,2017-08-26,luis fonsi
2,Wild Thoughts,2017-08-26,dj khaled
3,Unforgettable,2017-08-26,french montana
4,Believer,2017-08-26,imagine dragons
5,Attention,2017-08-26,charlie puth
6,There's Nothing Holdin' Me Back,2017-08-26,shawn mendes
7,That's What I Like,2017-08-26,bruno mars
8,Bodak Yellow (Money Moves),2017-08-26,cardi b
9,Shape Of You,2017-08-26,ed sheeran
10,I'm The One,2017-08-26,dj khaled
11,Body Like A Back Road,2017-08-26,sam hunt
12,Bank Account,2017-08-26,21 savage
13,Redbone,2017-08-26,childish gambino
14,Congratulations,2017-08-26,post malone
15,Strip That Down,2017-08-26,liam payne
16,Humble.,2017-08-26,kendrick lamar
17,Slow Hands,2017-08-26,niall horan
18,XO TOUR Llif3,2017-08-26,lil uzi vert
19,Something Just Like This,2017-08-26,the chainsmokers
20,Stay,2017-08-26,zedd
21,Feels,2017-08-26,calvin harris
22,Rake It Up,2017-08-26,yo gotti
23,Mi Gente,2017-08-26,j balvin
24,Praying,2017-08-26,kesha
25,Mask Off,2017-08-26,future
26,Now Or Never,2017-08-26,halsey
27,Say You Won't Let Go,2017-08-26,james arthur
28,Sorry Not Sorry,2017-08-26,demi lovato
29,Location,2017-08-26,khalid
30,Feel It Still,2017-08-26,portugal. the man
31,It Ain't Me,2017-08-26,kygo
32,Loyalty.,2017-08-26,kendrick lamar
33,Castle On The Hill,2017-08-26,ed sheeran
34,Magnolia,2017-08-26,playboi carti
35,Love Galore,2017-08-26,sza
36,Everyday We Lit,2017-08-26,yfn lucci
37,Slippery,2017-08-26,migos
38,Small Town Boy,2017-08-26,dustin lynch
39,Drowning,2017-08-26,a boogie wit da hoodie
